,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,HN04,HN04_ATTRIBUTES,HN05,HN05_ATTRIBUTES,HX04,HX04_ATTRIBUTES,HX05,HX05_ATTRIBUTES,LN04,LN04_ATTRIBUTES,LN05,LN05_ATTRIBUTES,LX04,LX04_ATTRIBUTES,LX05,LX05_ATTRIBUTES,MN04,MN04_ATTRIBUTES,MN05,MN05_ATTRIBUTES,MX04,MX04_ATTRIBUTES,MX05,MX05_ATTRIBUTES,HN06,HN06_ATTRIBUTES,HX06,HX06_ATTRIBUTES,LN06,LN06_ATTRIBUTES,LX06,LX06_ATTRIBUTES,MN06,MN06_ATTRIBUTES,MX06,MX06_ATTRIBUTES,HN07,HN07_ATTRIBUTES,HN08,HN08_ATTRIBUTES,HX07,HX07_ATTRIBUTES,HX08,HX08_ATTRIBUTES,LN07,LN07_ATTRIBUTES,LN08,LN08_ATTRIBUTES,LX07,LX07_ATTRIBUTES,LX08,LX08_ATTRIBUTES,MN07,MN07_ATTRIBUTES,MN08,MN08_ATTRIBUTES,MX07,MX07_ATTRIBUTES,MX08,MX08_ATTRIBUTES
8487,USC00111825,1944-12,38.66667,-89.98333,171.0,"COLLINSVILLE, IL US",5.0,",6",3.0,",6",0.0,",6",2.0,",6",19441210.0,",,6",19441210.0,",,6",152.0,",,6,10,",16.5,",,6,10,",32.8,",,,6",187.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8488,USC00111835,1991-10,41.70611,-89.10028,275.8,"COMPTON 1 NW, IL US",11.0,",0",11.0,",0",1.0,",0",0.0,",0",19911031.0,"+,,0",19911005.0,",,0",0.0,",,0,31,+",64.0,",,0,05,",158.5,",,,0",0.0,",,,0",0.0,",0",19911031.0,"+,,0",0.0,",,0,31,+",,,2.0,",0",0.0,",0",15.0,",0",0.0,",0",10.0,",0",0.0,",0",19911020.0,"+,,0",19911001.0,",,0",-4.4,",0,20,+",27.8,",0,01,",,,246.3,",0",10.45,",0",18.18,",,,0",2.72,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,USC00111836,1990-10,40.6211,-89.2415,195.1,"CONGERVILLE 2 NW, IL US",10.0,",0",8.0,",0",0.0,",0",0.0,",0",19901011.0,",,0",19901010.0,",,0",0.0,",T,0,11,",22.1,",,0,10,",100.0,",,,0",0.0,",T,,0",0.0,",0",19901031.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490,USC00111838,1935-07,40.6,-89.2,226.2,"CONGERVILLE, IL US",9.0,",6",7.0,",6",2.0,",6",0.0,",6",19350731.0,"+,,6",19350724.0,",,6",0.0,",,6,31,+",40.6,",,6,24,",88.9,",,,6",0.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8491,USC00111841,1893-09,41.666667,-90.35,181.4,"CORDOVA, IL US",8.0,",6",7.0,",6",2.0,",6",,,,,18930921.0,",,6",,,41.9,",,6,21,",119.3,",,,6",,,,,,,,,,,72.5,",6",0.0,",6",0.0,",6",0.0,",6",23.0,",6",2.0,",6",18930925.0,",,6",18930904.0,",,6",2.8,",6,25,",33.3,",6,04,",,,64.7,",6",18.59,",6",24.77,",,,6",12.41,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8492,USC00111944,1948-07,38.21667,-89.65,152.4,"COULTERVILLE 3 NW, IL US",10.0,",0",8.0,",0",1.0,",0",0.0,",0",19480731.0,"+,,0",19480720.0,",,0",0.0,",,0,31,+",57.7,",,0,20,",156.8,",,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8493,USC00111992,1964-12,37.61667,-88.83333,153.0,"CREAL SPRINGS, IL US",9.0,",0",7.0,",0",0.0,",0",0.0,",0",19641219.0,"+,,0",19641211.0,",,0",0.0,",T,0,19,+",22.1,",,0,11,",80.0,",,,0",0.0,",T,,0",0.0,",0",19641231.0,"+,,0",0.0,",,0,31,+",,,0.0,",0",0.0,",0",20.0,",0",4.0,",0",0.0,",0",0.0,",0",19641218.0,",,0",19641224.0,",,0",-16.1,",0,18,",18.3,",0,24,",,,482.0,",0",2.78,",0",7.68,",,,0",-2.12,",,,0",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8494,USC00112011,1948-07,41.44919,-87.62211,216.4,"CRETE PUBLIC WORKS, IL US",6.0,",0",4.0,",0",2.0,",0",0.0,",0",19480731.0,"+,,0",19480721.0,",,0",0.0,",,0,31,+",47.0,",,0,21,",102.9,",,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,USC00112048,1991-08,42.26123,-88.39531,283.8,"CRYSTAL LAKE 4 NW, IL US",5.0,",0",3.0,",0",1.0,",0",0.0,",0",19910831.0,"+,,0",19910808.0,",,0",0.0,",,0,31,+",31.5,",,0,08,",46.8,",,,0",0.0,",,,0",0.0,",0",19910831.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8496,USC00112125,2003-11,40.937,-90.088,179.8,"DAHINDA 1 NE, IL US",8.0,",0",6.0,",0",1.0,",0",0.0,",0",20031129.0,"+,,0",20031105.0,",,0",0.0,",T,0,29,+",30.7,",,0,05,",94.5,",,,0",0.0,",T,,0",0.0,",0",20031129.0,",,0",0.0,",T,0,29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497,USC00112140,1895-05,40.1391,-87.6479,169.2,"DANVILLE, IL US",7.0,",6",5.0,",6",0.0,",6",,,,,18950502.0,",,6",,,17.8,",,6,02,",33.9,",,,6",,,,,,,,,,,86.2,"4,6",0.0,"3,6",2.0,"3,6",0.0,"3,6",21.0,"3,6",4.0,"3,6",18950516.0,",3,6",18950531.0,",3,6",-1.7,"3,6,16,",35.6,"3,6,31,",,,79.8,"3,6",18.59,"4,6",25.52,"3,,,6",11.66,"3,,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8498,USC00112143,1949-11,40.13333,-87.65,177.1,"DANVILLE HOSPITAL, IL US",4.0,",0",3.0,",0",1.0,",0",,,,,19491112.0,",,0",,,26.4,",,0,12,",35.8,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,USC00112145,1948-07,40.1019,-87.5961,163.4,"DANVILLE SEWAGE PLANT, IL US",9.0,",0",9.0,",0",1.0,",0",0.0,",0",19480731.0,"+,,0",19480721.0,",,0",0.0,",,0,31,+",27.9,",,0,21,",128.3,",,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,USC00112150,1948-10,40.13333,-87.65,171.0,"DANVILLE HOSPITAL, IL US",6.0,"2,0",2.0,"2,0",0.0,"2,0",0.0,"2,0",19481031.0,"+,2,0",19481011.0,",2,0",0.0,"2,,0,31,+",7.6,"2,,0,11,",15.8,"2,,,0",0.0,"2,,,0",0.0,"2,0",19481031.0,"+,2,0",0.0,"2,,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8501,USC00112178,1990-10,41.38667,-88.79056,140.8,"DAYTON RIVER, IL US",9.0,",0",6.0,",0",0.0,",0",0.0,",0",19901031.0,"+,,0",19901008.0,",,0",0.0,",,0,31,+",24.1,",,0,08,",69.3,",,,0",0.0,",,,0",0.0,",0",19901031.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,USC00112193,1893-01,39.8288,-88.9505,194.8,"DECATUR WTP, IL US",5.0,",6",4.0,",6",0.0,",6",4.0,",6",18930114.0,",,6",18930114.0,",,6",102.0,",,6,14,",10.2,",,6,14,",24.2,",,,6",242.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8503,USC00112197,2005-02,39.9078,-88.9563,204.2,"DECATUR 4 N, IL US",10.0,",0",5.0,",0",0.0,",0",0.0,",0",20050209.0,",,0",20050214.0,",,0",18.0,",,0,09,",17.8,",,0,14,",44.9,",,,0",26.0,",,,0",5.0,",0",20050201.0,",,0",51.0,",,0,01,",,,0.0,"1,0",0.0,"1,0",20.0,"1,0",3.0,",0",0.0,",0",0.0,",0",20050201.0,",1,0",20050216.0,",,0",-11.1,"1,0,01,",19.4,",0,16,",,,434.6,",0",2.17,"1,0",7.02,",,,0",-2.69,"1,,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,USC00112223,1966-03,41.93417,-88.77556,267.6,"DE KALB, IL US",14.0,",0",7.0,",0",0.0,",0",1.0,",0",19660304.0,",,0",19660318.0,",,0",48.0,",,0,04,",5.1,",,0,18,",30.5,",,,0",67.0,",,,0",0.0,",0",19660326.0,"+,,0",0.0,",T,0,26,+",,,0.0,",0",0.0,",0",19.0,",0",4.0,",0",1.0,",0",0.0,",0",19660305.0,",,0",19660317.0,",,0",-10.0,",0,05,",21.7,",0,17,",,,455.3,",0",3.65,",0",8.89,",,,0",-1.6,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8505,USC00112286,1948-06,42.05,-87.91667,214.0,"DES PLAINES 1 NW, IL US",11.0,",0",8.0,",0",0.0,",0",0.0,",0",19480630.0,"+,,0",19480623.0,",,0",0.0,",,0,30,+",24.6,",,0,23,",71.3,",,,0",0.0,",,,0",0.0,",0",19480630.0,"+,,0",0.0,",,0,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8506,USC00112330,1948-07,39.36667,-88.13333,200.9,"DIONA, IL US",9.0,"2,0",9.0,"2,0",0.0,"2,0",0.0,",0",19480731.0,"+,,0",19480722.0,",2,0",0.0,",,0,31,+",18.3,"2,,0,22,",105.8,",a,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8507,USC00112332,1977-10,39.35,-88.16667,185.9,"DIONA 3 SW, IL US",6.0,",0",5.0,",0",1.0,",0",0.0,",0",19771031.0,"+,,0",19771001.0,",,0",0.0,",,0,31,+",40.4,",,0,01,",87.5,",,,0",0.0,",,,0",0.0,",0",19771031.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,USC00112344,1972-03,38.4627,-88.9433,183.5,"DIX, IL US",8.0,",6",5.0,",6",0.0,",6",,,,,19720316.0,",,6",,,14.2,",,6,16,",45.8,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8509,USC00112348,1893-01,41.83497,-89.51364,198.1,"DIXON WWTP, IL US",11.0,",6",6.0,",6",0.0,",6",,,,,18930124.0,",,6",,,12.7,",,6,24,",52.5,",,,6",,,,,,,,,0.0,6.0,0.0,"5,6",22.0,"2,6",29.0,"2,6",26.0,"3,6",0.0,"3,6",0.0,"3,6",18930117.0,",2,6",18930124.0,",3,6",-30.6,"2,6,17,",1.7,"3,6,24,",,,852.5,"3,6",-14.16,"5,6",-7.94,"3,,,6",-20.38,"2,,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,USC00112353,1967-10,37.4388,-88.6678,160.6,"DIXON SPRINGS AGRIC CNTR, IL US",7.0,",0",6.0,",0",2.0,",0",0.0,",0",19671031.0,"+,,0",19671017.0,",,0",0.0,",,0,31,+",40.4,",,0,17,",104.7,",,,0",0.0,",,,0",0.0,",0",19671031.0,"+,,0",0.0,",,0,31,+",,,25.3,",0",0.0,",0",4.0,",0",0.0,",0",18.0,",0",0.0,",0",19671028.0,",,0",19671006.0,"+,,0",-2.8,",0,28,",30.6,",0,06,+",,,128.1,",0",15.02,",0",22.6,",,,0",7.44,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,USC00112397,1948-11,40.78333,-90.08333,198.1,"DOUGLAS, IL US",,,,,,,0.0,",0",19481130.0,"+,,0",,,0.0,",,0,30,+",,,,,0.0,",,,0",0.0,",0",19481130.0,"+,,0",0.0,",,0,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8512,USC00112417,1948-07,40.43333,-88.86667,242.3,"DOWNS 2 NE, IL US",7.0,",0",6.0,",0",1.0,",0",0.0,",0",19480731.0,"+,,0",19480725.0,",,0",0.0,",,0,31,+",36.6,",,0,25,",91.6,",,,0",0.0,",,,0",0.0,",0",19480731.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8513,USC00112447,1893-06,38.216667,-89.216667,160.9,"DUBOIS, IL US",8.0,",6",5.0,",6",0.0,",6",,,,,18930604.0,",,6",,,10.2,",,6,04,",37.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8514,USC00112470,2011-12,41.9058,-88.2555,231.3,"DUPAGE AIRPORT, IL US",7.0,",7",4.0,",7",0.0,",7",,,,,20111214.0,",,7",,,22.9,",,7,14,",64.1,",,,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,USC00112483,1893-01,37.9877,-89.193,128.0,"DU QUOIN 4 SE, IL US",2.0,",6",2.0,",6",0.0,",6",2.0,",6",18930117.0,"+,,6",18930117.0,"+,,6",51.0,",,6,17,+",5.1,",,6,17,+",10.2,",,,6",102.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,USC00112497,1896-05,41.1,-88.41667,195.1,"DWIGHT, IL US",9.0,",6",6.0,",6",2.0,",6",,,,,18960517.0,",,6",,,30.7,",,6,17,",98.7,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8517,USC00112500,1990-12,41.10673,-88.41089,190.5,"DWIGHT WWTP, IL US",10.0,"1,0",7.0,"1,0",1.0,"1,0",2.0,",0",19901230.0,"+,,0",19901228.0,",1,0",25.0,",,0,30,+",40.9,"1,,0,28,",102.2,"1,,,0",50.0,",,,0",,,,,,,,,0.0,",0",2.0,",0",27.0,",0",9.0,",0",0.0,",0",0.0,",0",19901226.0,"+,,0",19901212.0,"+,,0",-20.6,",0,26,+",13.9,",0,12,+",,,644.7,",0",-2.46,",0",2.25,",,,0",-7.17,",,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8518,USC00112502,1948-08,41.08333,-88.46667,195.1,"DWIGHT STATE REFORM, IL US",6.0,",0",4.0,",0",1.0,",0",0.0,",0",19480831.0,"+,,0",19480817.0,",,0",0.0,",,0,31,+",32.8,",,0,17,",48.1,",,,0",0.0,",,,0",0.0,",0",19480831.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8519,USC00112510,2003-05,41.5513,-88.9148,210.9,"EARLVILLE 3 S, IL US",12.0,",0",9.0,",0",3.0,",0",0.0,",0",20030531.0,"+,,0",20030509.0,"+,,0",0.0,",,0,31,+",33.5,",,0,09,+",163.5,",,,0",0.0,",,,0",0.0,",0",20030531.0,"+,,0",0.0,",,0,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,USC00112614,1910-07,38.56667,-90.18333,125.0,"EAST ST LOUIS PARKS COLLEGE, IL US",10.0,",6",9.0,",6",0.0,",6",0.0,",6",19100731.0,"+,,6",19100729.0,",,6",0.0,",,6,31,+",25.1,",,6,29,",127.0,",,,6",0.0,",,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521,USC00112620,2006-12,40.70778,-89.48056,219.5,"EAST PEORIA 6 NE, IL US",8.0,",0",5.0,",0",2.0,",0",1.0,",0",20061201.0,",,0",20061201.0,",,0",279.0,",,0,01,",51.6,",,0,01,",100.9,",,,0",279.0,",,,0",11.0,",0",20061201.0,",,0",279.0,",,0,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
