,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
7610,US1NJMS0015,2009-04,40.783645,-74.632519,183.5,"MENDHAM TWP 2.0 W, NJ US",9.0,"5,N",5.0,"5,N",0.0,"5,N",0.0,"4,N",0.0,"5,N",20090430.0,"+,4,N",20090430.0,"+,5,N",20090402.0,",5,N",0.0,"4,,N,30,+",0.0,"5,,N,30,+",11.7,"5,,N,02,",46.2,"5,,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7611,US1NJMS0017,2009-06,40.75562,-74.733501,196.9,"WASHINGTON TWP 3.8 SE, NJ US",18.0,"2,N",12.0,"2,N",2.0,"2,N",,,,,,,,,20090604.0,",2,N",,,,,39.4,"2,,N,04,",181.4,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7612,US1NJMS0018,2009-04,41.012669,-74.510311,238.0,"JEFFERSON TWP 2.4 ENE, NJ US",11.0,",N",7.0,",N",0.0,",N",,,,,,,,,20090404.0,",,N",,,,,24.6,",,N,04,",85.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7613,US1NJMS0019,2009-04,40.671342,-74.517531,86.0,"LONG HILL TWP 1.8 WSW, NJ US",8.0,"4,N",6.0,"4,N",0.0,"4,N",,,,,,,,,20090421.0,",4,N",,,,,21.8,"4,,N,21,",75.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614,US1NJMS0020,2009-04,40.77414614,-74.52218596,171.3,"HARDING TWP 2.6 NNW, NJ US",,,,,,,,,,,,,,,,,,,,,,,90.3,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7615,US1NJMS0021,2009-08,40.845063,-74.596946,312.4,"RANDOLPH TWP 0.8 W, NJ US",13.0,"2,N",9.0,"2,N",3.0,"2,N",,,,,,,,,20090803.0,",2,N",,,,,63.8,"2,,N,03,",194.5,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7616,US1NJMS0022,2009-08,40.87631,-74.78075,348.1,"MOUNT OLIVE TWP 2.1 WNW, NJ US",16.0,"2,N",11.0,"2,N",2.0,"2,N",,,,,,,,,20090803.0,",2,N",,,,,41.9,"2,,N,03,",193.4,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7617,US1NJMS0023,2010-05,40.8821,-74.5944,271.9,"MINE HILL TWP 0.4 NE, NJ US",13.0,"1,N",6.0,"1,N",2.0,"1,N",,,,,,,,,20100503.0,",1,N",,,,,38.1,"1,,N,03,",105.4,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7618,US1NJMS0025,2009-10,40.831473,-74.544869,299.6,"RANDOLPH TWP 2.1 ESE, NJ US",10.0,"4,N",8.0,"4,N",1.0,"4,N",,,,,,,,,20091028.0,",4,N",,,,,30.5,"4,,N,28,",151.6,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7619,US1NJMS0031,2009-08,40.9157583905635,-74.4758194684982,237.7,"DENVILLE TWP 2.0 NNE, NJ US",19.0,"2,N",14.0,"2,N",2.0,"2,N",,,,,,,,,20090803.0,",2,N",,,,,51.8,"2,,N,03,",241.4,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7620,US1NJMS0033,2009-12,40.785583,-74.68584,272.8,"CHESTER 0.3 ESE, NJ US",7.0,"2,N",7.0,"2,N",3.0,"2,N",,,1.0,"5,N",,,20091206.0,",5,N",20091227.0,",2,N",,,140.0,"5,,N,06,",51.8,"2,,N,27,",183.9,"2,,,N",140.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7621,US1NJMS0034,2009-10,40.855805,-74.747562,314.9,"MOUNT OLIVE TWP 0.8 SSW, NJ US",22.0,"3,N",10.0,"3,N",1.0,"3,N",,,,,,,,,20091028.0,",3,N",,,,,27.7,"3,,N,28,",118.4,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622,US1NJMS0035,2009-10,40.90077,-74.48933,157.0,"DENVILLE TWP 0.8 N, NJ US",14.0,"2,N",12.0,"2,N",1.0,"2,N",,,,,,,,,20091025.0,",2,N",,,,,42.4,"2,,N,25,",150.9,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623,US1NJMS0036,2009-09,40.8656,-74.3851,64.3,"PARSIPPANY TROY HILLS TWP 2.1 E, NJ US",8.0,"1,N",4.0,"1,N",0.0,"1,N",,,,,,,,,20090912.0,",1,N",,,,,20.8,"1,,N,12,",59.4,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7624,US1NJMS0039,2010-09,40.853314,-74.446957,94.2,"PARSIPPANY TROY HILLS TWP 1.3 WSW, NJ US",7.0,"4,N",6.0,"4,N",1.0,"4,N",,,,,,,,,20100930.0,",4,N",,,,,34.3,"4,,N,30,",90.5,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625,US1NJMS0040,2010-04,40.748131,-74.390791,58.8,"CHATHAM 0.6 NW, NJ US",11.0,",N",5.0,",N",1.0,",N",,,,,,,,,20100426.0,",,N",,,,,32.0,",,N,26,",89.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7626,US1NJMS0042,2011-06,40.8398,-74.5432,225.2,"RANDOLPH TWP 2.0 E, NJ US",10.0,"5,N",7.0,"5,N",1.0,"5,N",,,,,,,,,20110617.0,",5,N",,,,,30.5,"5,,N,17,",115.8,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627,US1NJMS0047,2012-05,40.792364,-74.450002,118.3,"MORRISTOWN 1.4 E, NJ US",,,,,,,,,,,,,,,,,,,,,,,95.9,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7628,US1NJMS0049,2011-10,40.77797,-74.3992,62.5,"FLORHAM PARK 0.2 WNW, NJ US",12.0,",N",10.0,",N",2.0,",N",,,,,,,,,20111030.0,",,N",,,,,49.3,",,N,30,",134.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7629,US1NJMS0050,2012-05,40.77978,-74.5854,160.0,"MENDHAM TWP 0.5 ESE, NJ US",18.0,"3,N",10.0,"3,N",2.0,"3,N",,,,,,,,,20120524.0,",3,N",,,,,36.6,"3,,N,24,",142.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630,US1NJMS0051,2012-08,40.8758583068848,-74.6304321289063,217.6,"ROXBURY TWP 1.2 ESE, NJ US",9.0,"1,N",7.0,"1,N",0.0,"1,N",,,,,,,,,20120818.0,",1,N",,,,,23.1,"1,,N,18,",83.3,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7631,US1NJMS0054,2012-09,40.8674583435059,-74.7536392211914,293.5,"MOUNT OLIVE TWP 0.6 W, NJ US",14.0,"2,N",7.0,"2,N",1.0,"2,N",,,,,,,,,20120919.0,",2,N",,,,,65.3,"2,,N,19,",136.8,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7632,US1NJMS0058,2013-06,40.79239,-74.45459,109.1,"MORRISTOWN 1.2 ESE, NJ US",16.0,"3,N",9.0,"3,N",4.0,"3,N",,,,,,,,,20130608.0,",3,N",,,,,70.4,"3,,N,08,",225.3,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7633,US1NJMS0059,2014-12,40.7523914426565,-74.4297203421593,108.8,"MADISON 0.8 WSW, NJ US",,,,,,,,,,,,,,,,,,,,,,,88.6,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,US1NJMS0060,2013-01,40.78174,-74.67375,237.1,"CHESTER TWP 0.6 ENE, NJ US",7.0,"4,N",3.0,"4,N",1.0,"4,N",,,,,,,,,20130131.0,",4,N",,,,,37.3,"4,,N,31,",60.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7635,US1NJMS0061,2012-11,40.78532,-74.86121,224.9,"WASHINGTON TWP 3.6 W, NJ US",4.0,",N",4.0,",N",0.0,",N",,,2.0,"2,N",,,20121128.0,",2,N",20121128.0,",,N",,,79.0,"2,,N,28,",12.2,",,N,28,",28.9,",,,N",135.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7636,US1NJMS0063,2013-05,40.8818283081055,-74.5794143676758,264.0,"MINE HILL TWP 1.1 ENE, NJ US",12.0,"2,N",8.0,"2,N",2.0,"2,N",,,,,,,,,20130524.0,",2,N",,,,,47.8,"2,,N,24,",149.3,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7637,US1NJMS0068,2014-07,40.757081,-74.538356,149.0,"HARDING TWP 2.3 WNW, NJ US",13.0,",N",8.0,",N",1.0,",N",,,,,,,,,20140716.0,",,N",,,,,31.8,",,N,16,",116.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7638,US1NJMS0069,2014-07,40.753472,-74.442808,81.4,"CHATHAM TWP 2.0 NNW, NJ US",11.0,",N",9.0,",N",2.0,",N",,,,,,,,,20140704.0,",,N",,,,,41.4,",,N,04,",133.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7639,US1NJMS0070,2014-07,40.74129,-74.439495,75.0,"CHATHAM TWP 1.1 NNW, NJ US",12.0,",N",8.0,",N",2.0,",N",,,,,,,,,20140704.0,",,N",,,,,48.3,",,N,04,",144.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7640,US1NJMS0071,2014-08,40.88053,-74.46311,161.5,"DENVILLE TWP 1.5 ESE, NJ US",7.0,"2,N",5.0,"2,N",0.0,"2,N",,,,,,,,,20140822.0,",2,N",,,,,9.1,"2,,N,22,",26.4,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7641,US1NJMS0072,2014-12,40.679027,-74.514337,101.5,"LONG HILL TWP 1.4 WSW, NJ US",14.0,",N",9.0,",N",0.0,",N",,,0.0,",N",,,20141211.0,",,N",20141207.0,",,N",,,0.0,",T,N,11,",25.1,",,N,07,",109.2,",,,N",0.0,",T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7642,US1NJMS0073,2015-01,40.817296,-74.604901,273.1,"RANDOLPH TWP 2.2 SW, NJ US",12.0,",N",8.0,",N",2.0,",N",,,5.0,"2,N",,,20150124.0,",2,N",20150119.0,",,N",,,173.0,"2,,N,24,",38.9,",,N,19,",107.9,",,,N",381.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,US1NJMS0074,2014-12,40.78845,-74.545857,108.8,"MORRIS TWP 2.7 W, NJ US",13.0,",N",9.0,",N",1.0,",N",0.0,",N",0.0,"1,N",20141201.0,",,N",20141212.0,",1,N",20141207.0,",,N",13.0,",,N,01,",0.0,"1,T,N,12,",25.9,",,N,07,",107.1,",,,N",0.0,"1,T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7644,US1NJMS0075,2014-12,40.7682,-74.45648,83.8,"MORRIS TWP 2.8 SE, NJ US",14.0,",N",9.0,",N",1.0,",N",0.0,",N",0.0,"1,N",20141212.0,"+,,N",20141212.0,",1,N",20141207.0,",,N",0.0,",T,N,12,+",0.0,"1,T,N,12,",26.9,",,N,07,",115.9,",,,N",0.0,"1,T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,US1NJMS0078,2015-09,40.900506,-74.416369,149.0,"BOONTON 0.7 WSW, NJ US",5.0,"1,N",4.0,"1,N",2.0,"1,N",,,,,,,,,20150930.0,",1,N",,,,,80.0,"1,,N,30,",146.8,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646,US1NJMS0081,2016-02,40.866975,-74.697699,321.0,"MOUNT OLIVE TWP 2.4 E, NJ US",12.0,"4,N",6.0,"4,N",1.0,"4,N",,,,,,,,,20160225.0,",4,N",,,,,37.1,"4,,N,25,",101.6,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7647,US1NJMS0082,2016-06,40.772722,-74.629083,125.0,"MENDHAM 1.5 W, NJ US",10.0,"1,N",3.0,"1,N",1.0,"1,N",,,,,,,,,20160629.0,",1,N",,,,,25.9,"1,,N,29,",59.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7648,US1NJMS0083,2016-08,40.783869,-74.844379,299.3,"WASHINGTON TWP 2.8 W, NJ US",6.0,"3,N",6.0,"3,N",1.0,"3,N",,,,,,,,,20160812.0,",3,N",,,,,43.7,"3,,N,12,",90.1,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7649,US1NJMS0087,2017-06,40.90789,-74.64077,323.7,"MOUNT ARLINGTON 0.8 S, NJ US",11.0,",N",8.0,",N",1.0,",N",,,,,,,,,20170624.0,",,N",,,,,37.1,",,N,24,",69.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650,US1NJMS0089,2017-08,40.871646,-74.405465,103.6,"PARSIPPANY TROY HILLS TWP 1.3 NE, NJ US",10.0,"2,N",6.0,"2,N",0.0,"2,N",,,0.0,"2,N",,,20170831.0,"+,2,N",20170803.0,",2,N",,,0.0,"2,,N,31,+",24.1,"2,,N,03,",80.0,"2,,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7651,US1NJMS0093,2018-01,40.780241,-74.62161,132.6,"MENDHAM 1.4 NW, NJ US",8.0,",N",6.0,",N",1.0,",N",,,,,,,,,20180112.0,",,N",,,,,66.5,",,N,12,",130.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7652,US1NJMS0094,2018-07,40.964044,-74.621629,292.0,"JEFFERSON TWP 4.4 SW, NJ US",12.0,",N",9.0,",N",3.0,",N",0.0,",N",0.0,",N",20180731.0,"+,,N",20180731.0,"+,,N",20180724.0,",,N",0.0,",,N,31,+",0.0,",,N,31,+",41.1,",,N,24,",216.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7653,US1NJMS0097,2018-12,40.881083,-74.42552,119.8,"PARSIPPANY TROY HILLS TWP 1.5 N, NJ US",12.0,",N",9.0,",N",1.0,",N",,,,,,,,,20181221.0,",,N",,,,,34.3,",,N,21,",137.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7654,US1NJMS0098,2019-05,40.741654,-74.54592,148.7,"HARDING TWP 2.4 W, NJ US",22.0,"3,N",16.0,"3,N",4.0,"3,N",,,0.0,"3,N",,,20190531.0,"+,3,N",20190531.0,",3,N",,,0.0,"3,,N,31,+",31.8,"3,,N,31,",251.8,"1,a,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7655,US1NJMS0102,2019-10,40.74671,-74.376616,61.3,"CHATHAM 0.6 NE, NJ US",16.0,",N",8.0,",N",2.0,",N",,,,,,,,,20191017.0,",,N",,,,,46.5,",,N,17,",160.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7656,US1NJMS0103,2019-12,40.86796,-74.50421,224.0,"DENVILLE TWP 1.6 SSW, NJ US",13.0,"1,N",12.0,"1,N",1.0,"1,N",,,,,,,,,20191214.0,",1,N",,,,,33.0,"1,,N,14,",154.1,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7657,US1NJMS0105,2020-10,40.8015,-74.48795,104.2,"MORRISTOWN 0.7 WNW, NJ US",15.0,",N",9.0,",N",1.0,",N",,,,,,,,,20201030.0,",,N",,,,,51.1,",,N,30,",117.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7658,US1NJMS0106,2020-11,40.983333,-74.323056,160.6,"PEQUANNOCK TWP 1.7 NW, NJ US",9.0,"1,N",8.0,"1,N",0.0,"1,N",,,,,,,,,20201112.0,",1,N",,,,,24.4,"1,,N,12,",90.7,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,US1NJMS0108,2021-03,40.91267,-74.35163,103.3,"MONTVILLE TWP 0.4 E, NJ US",5.0,"3,N",4.0,"3,N",0.0,"3,N",,,0.0,"5,N",,,20210317.0,"+,5,N",20210325.0,",3,N",,,0.0,"5,T,N,17,+",24.6,"3,,N,25,",78.7,"3,,,N",0.0,"5,T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,US1NJMS0111,2021-04,40.885517,-74.759639,316.4,"MOUNT OLIVE TWP 1.6 NNW, NJ US",14.0,",N",7.0,",N",0.0,",N",0.0,",N",0.0,",N",20210430.0,"+,,N",20210402.0,"+,,N",20210411.0,",,N",0.0,",,N,30,+",0.0,",T,N,02,+",12.7,",,N,11,",53.6,",,,N",0.0,",T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7661,US1NJMS0113,2021-07,40.987043,-74.610596,282.5,"JEFFERSON TWP 3.1 WSW, NJ US",13.0,",N",11.0,",N",1.0,",N",,,,,,,,,20210709.0,",,N",,,,,68.6,",,N,09,",190.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7662,US1NJMS0114,2021-08,40.6711067,-74.52058,81.4,"LONG HILL TWP 1.9 WSW, NJ US",11.0,",N",7.0,",N",2.0,",N",,,,,,,,,20210823.0,",,N",,,,,82.3,",,N,23,",201.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7663,US1NJMS0116,2022-02,40.933003,-74.512438,271.0,"ROCKAWAY 2.5 N, NJ US",11.0,"1,N",6.0,"1,N",1.0,"1,N",8.0,"1,N",1.0,",N",20220201.0,",1,N",20220213.0,",,N",20220204.0,",1,N",102.0,"1,,N,01,",48.0,",,N,13,",37.6,"1,,N,04,",77.0,"1,,,N",89.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7664,US1NJMS0117,2022-02,40.7942,-74.4986,165.5,"MORRISTOWN 1.1 W, NJ US",8.0,"2,N",4.0,"2,N",1.0,"2,N",,,,,,,,,20220204.0,",2,N",,,,,25.9,"2,,N,04,",63.8,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,US1NJMS0119,2022-04,40.66842,-74.52815,67.4,"LONG HILL TWP 2.4 WSW, NJ US",10.0,"4,N",6.0,"4,N",2.0,"4,N",,,,,,,,,20220408.0,",4,N",,,,,60.2,"4,,N,08,",123.2,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7666,US1NJMS0123,2022-11,40.81167,-74.62139,265.2,"MENDHAM 3.2 NNW, NJ US",11.0,",N",6.0,",N",0.0,",N",,,,,,,,,20221112.0,",,N",,,,,24.6,",,N,12,",70.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7667,US1NJOC0001,2008-02,40.093619,-74.103041,7.3,"BRICK TWP 2.4 N, NJ US",10.0,"5,N",8.0,"5,N",1.0,"5,N",,,,,,,,,20080214.0,",5,N",,,,,36.8,"5,,N,14,",95.9,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7668,US1NJOC0002,2008-04,39.998125,-74.254608,21.9,"SOUTH TOMS RIVER 4.6 NNW, NJ US",14.0,"1,N",5.0,"1,N",0.0,"1,N",,,0.0,"1,N",,,20080430.0,"+,1,N",20080404.0,",1,N",,,0.0,"1,,N,30,+",12.7,"1,,N,04,",51.4,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7669,US1NJOC0004,2008-04,39.590666,-74.348407,3.0,"LITTLE EGG HARBOR TWP 0.4 SSW, NJ US",16.0,"1,N",8.0,"1,N",0.0,"1,N",,,0.0,"1,N",,,20080430.0,"+,1,N",20080404.0,",1,N",,,0.0,"1,,N,30,+",24.9,"1,,N,04,",78.3,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670,US1NJOC0006,2008-06,40.079664,-74.098941,6.7,"BRICK TWP 1.5 NNE, NJ US",12.0,"1,N",8.0,"1,N",0.0,"1,N",,,0.0,"1,N",,,20080630.0,"+,1,N",20080616.0,",1,N",,,0.0,"1,,N,30,+",24.9,"1,,N,16,",111.2,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7671,US1NJOC0008,2008-10,39.984741,-74.07261,0.9,"LAVALLETTE 1.1 N, NJ US",,,,,,,,,,,,,,,,,,,,,,,66.6,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7672,US1NJOC0009,2008-10,39.94964,-74.136289,4.0,"TOMS RIVER TWP 3.1 SSE, NJ US",5.0,"4,N",4.0,"4,N",1.0,"4,N",,,0.0,"4,N",,,20081031.0,"+,4,N",20081026.0,",4,N",,,0.0,"4,,N,31,+",31.8,"4,,N,26,",52.7,"4,,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7673,US1NJOC0012,2008-12,39.728719,-74.289391,21.0,"STAFFORD TWP 2.1 NW, NJ US",11.0,",N",8.0,",N",3.0,",N",,,,,,,,,20081212.0,",,N",,,,,105.9,",,N,12,",220.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7674,US1NJOC0013,2009-01,40.087813,-74.05201,4.0,"POINT PLEASANT BEACH 0.5 SW, NJ US",10.0,",N",5.0,",N",1.0,",N",1.0,",N",1.0,"1,N",20090128.0,",,N",20090128.0,",1,N",20090107.0,",,N",51.0,",,N,28,",58.0,"1,,N,28,",32.8,",,N,07,",99.9,",,,N",105.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7675,US1NJOC0017,2009-03,39.8626,-74.141,0.6,"LACEY TWP 6.3 E, NJ US",10.0,",N",7.0,",N",0.0,",N",,,2.0,"3,N",,,20090302.0,",3,N",20090302.0,",,N",,,165.0,"3,,N,02,",21.6,",,N,02,",80.9,",,,N",201.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7676,US1NJOC0019,2010-02,39.9409,-74.1749,3.0,"PINE BEACH 0.4 NW, NJ US",9.0,"5,N",9.0,"5,N",2.0,"5,N",,,,,,,,,20100224.0,",5,N",,,,,42.7,"5,,N,24,",181.4,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7677,US1NJOC0021,2009-08,39.954009,-74.077896,1.2,"ORTLEY BEACH 0.3 W, NJ US",11.0,"2,N",9.0,"2,N",0.0,"2,N",,,,,,,,,20090822.0,",2,N",,,,,24.1,"2,,N,22,",107.1,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7678,US1NJOC0024,2009-09,39.933082,-74.145497,0.3,"BERKELEY TWP 2.9 ENE, NJ US",6.0,"5,N",4.0,"5,N",1.0,"5,N",,,,,,,,,20090911.0,",5,N",,,,,53.3,"5,,N,11,",118.3,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7679,US1NJOC0033,2010-08,40.153499,-74.385947,49.7,"JACKSON TWP 4.1 NNW, NJ US",8.0,",N",2.0,",N",0.0,",N",,,,,,,,,20100825.0,",,N",,,,,5.1,",,N,25,",16.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7680,US1NJOC0034,2010-08,40.128,-74.293,36.3,"JACKSON TWP 2.4 NE, NJ US",8.0,",N",2.0,",N",0.0,",N",,,,,,,,,20100825.0,",,N",,,,,8.4,",,N,25,",16.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7681,US1NJOC0035,2010-10,39.961412,-74.152134,13.7,"TOMS RIVER TWP 1.5 SE, NJ US",9.0,"3,N",7.0,"3,N",1.0,"3,N",,,,,,,,,20101005.0,",3,N",,,,,64.3,"3,,N,05,",131.1,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7682,US1NJOC0036,2010-10,39.6747,-74.34826,12.8,"LITTLE EGG HARBOR TWP 5.4 N, NJ US",10.0,"2,N",8.0,"2,N",1.0,"2,N",,,,,,,,,20101005.0,",2,N",,,,,25.9,"2,,N,05,",93.9,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7683,US1NJOC0037,2016-11,40.097609,-74.168794,12.5,"LAKEWOOD TWP 2.3 NE, NJ US",6.0,",N",5.0,",N",0.0,",N",,,,,,,,,20161130.0,",,N",,,,,21.3,",,N,30,",53.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7684,US1NJOC0038,2011-07,40.124455,-74.10347,14.3,"BRICK TWP 3.5 N, NJ US",6.0,"5,N",4.0,"5,N",3.0,"5,N",,,,,,,,,20110709.0,",5,N",,,,,56.9,"5,,N,09,",127.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7685,US1NJOC0039,2010-11,39.737195,-74.285459,23.8,"STAFFORD TWP 2.5 NNW, NJ US",5.0,"3,N",2.0,"3,N",1.0,"3,N",,,,,,,,,20101105.0,",3,N",,,,,27.4,"3,,N,05,",44.4,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,US1NJOC0040,2010-11,40.118133,-74.397156,41.1,"JACKSON TWP 2.5 WNW, NJ US",7.0,"3,N",4.0,"3,N",0.0,"3,N",,,,,,,,,20101117.0,",3,N",,,,,16.8,"3,,N,17,",35.9,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7687,US1NJOC0042,2011-02,39.902838,-74.206373,19.5,"BERKELEY TWP 1.3 SSW, NJ US",7.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,,,,,20110202.0,",1,N",,,,,17.3,"1,,N,02,",50.3,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7688,US1NJOC0051,2011-10,39.735,-74.2525,26.8,"STAFFORD TWP 2.2 NNE, NJ US",10.0,"1,N",6.0,"1,N",2.0,"1,N",,,,,,,,,20111001.0,",1,N",,,,,29.5,"1,,N,01,",114.5,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
