,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
8283,ASN00041029,1911-02,-26.5994,150.8997,280.0,"AVINGTON, AS",,,,,8.0,",a",6.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110215.0,",,a",,,,,,,,,31.2,",,a,15,",,,,,,,68.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8284,ASN00041030,1927-03,-28.7631,151.8483,792.5,"RUMBULARA VINEYARDS, AS",,,,,12.0,",a",8.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19270311.0,",,a",,,,,,,,,30.0,",,a,11,",,,,,,,92.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8285,ASN00041031,1912-09,-27.4058,152.015,600.0,"GEHAM STATE SCHOOL, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120919.0,",,a",,,,,,,,,15.5,",,a,19,",,,,,,,21.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8286,ASN00041032,1909-02,-28.0625,152.1717,500.0,"MYRA, AS",,,,,6.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19090224.0,",,a",,,,,,,,,17.3,",,a,24,",,,,,,,55.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8287,ASN00041033,1913-01,-28.7625,151.9883,900.0,"CARAWATHA, AS",,,,,13.0,",a",10.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19130101.0,",,a",,,,,,,,,43.2,",,a,01,",,,,,,,112.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8288,ASN00041034,1882-01,-28.4039,151.4703,400.0,"GLENELG, AS",,,,,4.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18820123.0,",,a",,,,,,,,,19.3,",,a,23,",,,,,,,42.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8289,ASN00041035,1887-08,-28.1,152.1,461.0,"GLENGALLAN, AS",,,,,10.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18870812.0,",,a",,,,,,,,,24.4,",,a,12,",,,,,,,76.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8290,ASN00041036,1930-04,-26.6,150.7,,"GLEN RUTH, AS",,,,,9.0,",a",6.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19300403.0,",,a",,,,,,,,,18.5,",,a,03,",,,,,,,49.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291,ASN00041037,1909-03,-27.3072,151.8506,497.0,"GOOMBUNGEE POST OFFICE, AS",,,,,8.0,",a",7.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19090315.0,",,a",,,,,,,,,14.7,",,a,15,",,,,,,,56.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8292,ASN00041038,1880-08,-28.5481,150.3075,217.2,"GOONDIWINDI POST OFFICE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18800831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,ASN00041039,1899-07,-27.5,151.9,484.6,"GOWRIE JUNCTION, AS",,,,,8.0,"5,a",5.0,"5,a",0.0,"5,a",,,,,,,,,,,,,,,,,,,,,,,18990710.0,",5,a",,,,,,,,,14.0,"5,,a,10,",,,,,,,41.2,"5,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,ASN00041040,1912-01,-27.7869,151.905,524.0,"GREENMOUNT POST OFFICE, AS",,,,,4.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120106.0,",,a",,,,,,,,,20.6,",,a,06,",,,,,,,30.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,ASN00041041,1750-03,-28.2414,151.7264,150.0,"COOLESHA, AS",,,,,5.0,"4,a",1.0,"4,a",0.0,"4,a",,,,,,,,,,,,,,,,,,,,,,,17500320.0,",4,a",,,,,,,,,5.0,"4,,a,20,",,,,,,,12.2,"2,a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,ASN00041042,1926-06,-27.2242,151.8833,640.0,"HADEN POST OFFICE, AS",,,,,7.0,",a",5.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19260607.0,",,a",,,,,,,,,41.9,",,a,07,",,,,,,,78.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,ASN00041043,1909-11,-27.4,150.9833,345.0,"HALLIFORD, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19091129.0,",,a",,,,,,,,,10.7,",,a,29,",,,,,,,20.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,ASN00041044,1898-10,-28.2061,152.1003,475.4,"HERMITAGE, AS",,,,,2.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18981021.0,",,a",,,,,,,,,16.8,",,a,21,",,,,,,,29.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8299,ASN00041045,1917-05,-28.4,152.3,561.0,"THE HIGHLANDS IRRIGATION, AS",,,,,3.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19170502.0,",,a",,,,,,,,,2.0,",,a,02,",,,,,,,4.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,ASN00041046,1958-11,-28.2836,152.4161,700.0,"THE HEAD, AS",,,,,14.0,",a",7.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19581129.0,",,a",,,,,,,,,29.7,",,a,29,",,,,,,,74.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,ASN00041047,1750-03,-28.4147,151.0828,291.0,"INGLEWOOD POST OFFICE, AS",,,,,3.0,"2,a",2.0,"2,a",1.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,42.0,"2,,a,25,",,,,,,,47.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302,ASN00041048,1940-09,-28.2833,151.1,284.1,"INGLEWOOD FOREST RES, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19400921.0,",,a",,,,,,,,,12.7,",,a,21,",,,,,,,13.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8303,ASN00041049,1895-03,-27.2,151.5167,396.0,"IRVINGDALE POST OFFICE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18950331.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,ASN00041050,1750-03,-26.7797,151.1111,362.0,"JANDOWAE POST OFFICE, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500314.0,",2,a",,,,,,,,,13.2,"2,,a,14,",,,,,,,18.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305,ASN00041051,1878-04,-26.9583,151.2125,360.0,"JIMBOUR STATE SCHOOL, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18780430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8306,ASN00041052,1750-03,-26.6928,151.0964,365.0,"JINGI JINGI, AS",,,,,4.0,"2,a",3.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500315.0,",2,a",,,,,,,,,12.4,"2,,a,15,",,,,,,,21.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8307,ASN00041053,1750-03,-27.3675,151.5897,382.0,"JONDARYAN POST OFFICE, AS",,,,,2.0,"5,a",1.0,"5,a",0.0,"5,a",,,,,,,,,,,,,,,,,,,,,,,17500315.0,",5,a",,,,,,,,,19.4,"5,,a,15,",,,,,,,28.9,"2,a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8308,ASN00041054,1910-03,-27.05,151.4833,437.0,"KAIMKILLENBUN, AS",,,,,7.0,",a",3.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19100320.0,",,a",,,,,,,,,38.1,",,a,20,",,,,,,,75.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309,ASN00041055,1940-09,-27.5833,150.6,,"BRIGALOW PLAINS, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19400921.0,",,a",,,,,,,,,5.1,",,a,21,",,,,,,,5.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8310,ASN00041056,1750-03,-28.3344,152.2953,507.0,"KILLARNEY POST OFFICE, AS",,,,,9.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500312.0,",2,a",,,,,,,,,4.2,"2,,a,12,",,,,,,,15.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8311,ASN00041057,1938-08,-28.3333,152.3,510.0,"KILLARNEY POLICE STATION, AS",,,,,8.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19380808.0,",,a",,,,,,,,,20.3,",,a,08,",,,,,,,50.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8312,ASN00041058,1924-01,-28.0867,150.7444,290.0,"KINDON, AS",,,,,5.0,",a",5.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19240104.0,",,a",,,,,,,,,52.8,",,a,04,",,,,,,,140.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8313,ASN00041059,1920-03,-27.05,150.7667,340.0,"KOGAN POST OFFICE, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19200303.0,",,a",,,,,,,,,13.7,",,a,03,",,,,,,,15.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314,ASN00041060,1959-04,-28.0092,151.5861,366.0,"LEYBURN, AS",,,,,4.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19590427.0,",,a",,,,,,,,,21.1,",,a,27,",,,,,,,30.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8315,ASN00041061,1915-07,-27.6578,151.1986,426.7,"KURROWAH, AS",,,,,7.0,",a",7.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19150717.0,",,a",,,,,,,,,12.7,",,a,17,",,,,,,,47.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,ASN00041062,1938-06,-27.8083,151.3267,380.4,"LAGUNA, AS",,,,,6.0,",a",3.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19380625.0,",,a",,,,,,,,,29.5,",,a,25,",,,,,,,40.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8317,ASN00041063,1887-05,-28.0106,151.5856,412.0,"LEYBURN POST OFFICE, AS",,,,,4.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18870531.0,"+,,a",,,,,,,,,0.5,",,a,31,+",,,,,,,2.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,ASN00041064,1920-12,-28.7214,151.1861,320.0,"WILLOWVALE, AS",,,,,6.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19201208.0,",,a",,,,,,,,,24.6,",,a,08,",,,,,,,79.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,ASN00041065,1902-03,-27.05,151.0833,329.0,"MACALISTER POST OFFICE, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19020306.0,",,a",,,,,,,,,7.1,",,a,06,",,,,,,,7.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,ASN00041066,1921-07,-29.2,151.55,857.0,"MAIDENHEAD, AS",,,,,8.0,",a",4.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19210723.0,",,a",,,,,,,,,96.5,",,a,23,",,,,,,,159.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321,ASN00041067,1913-05,-28.05,152.2667,525.0,"BLAKEFIELD, AS",,,,,13.0,",a",11.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,19130525.0,",,a",,,,,,,,,48.8,",,a,25,",,,,,,,157.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,ASN00041068,1949-01,-28.25,152.25,579.1,"MICHALI, AS",,,,,6.0,",a",4.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19490110.0,",,a",,,,,,,,,26.9,",,a,10,",,,,,,,59.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,ASN00041069,1900-02,-27.8742,151.2717,407.0,"MILLMERRAN POST OFFICE, AS",,,,,7.0,",a",5.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19000217.0,",,a",,,,,,,,,44.7,",,a,17,",,,,,,,98.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324,ASN00041070,1998-04,-27.89,151.3692,410.0,"RUBISLAW, AS",,,,,5.0,",a",3.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19980423.0,",,a",,,,,,,,,55.2,",,a,23,",,,,,,,82.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,ASN00041071,1924-04,-28.75,151.6667,698.0,"MONTROSE, AS",,,,,3.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19240403.0,",,a",,,,,,,,,18.3,",,a,03,",,,,,,,40.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8326,ASN00041072,1750-03,-27.4831,151.6003,396.0,"MOUNT IRVING, AS",,,,,3.0,"2,a",3.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,22.9,"2,,a,25,",,,,,,,42.5,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8327,ASN00041073,1937-03,-28.4667,150.3,216.0,"MURRIVERIE, AS",,,,,4.0,",a",4.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19370315.0,",,a",,,,,,,,,97.8,",,a,15,",,,,,,,205.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8328,ASN00041074,1929-01,-27.35,151.8,463.0,"NETHERBY, AS",,,,,5.0,",a",3.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290119.0,",,a",,,,,,,,,30.2,",,a,19,",,,,,,,66.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8329,ASN00041075,1940-04,-27.853,151.9023,483.0,"NOBBY TOOTH ST, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19400420.0,",,a",,,,,,,,,3.6,",,a,20,",,,,,,,5.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8330,ASN00041076,1928-02,-26.5,150.9833,365.8,"NUDLEY STATE FOREST, AS",,,,,9.0,",a",8.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19280220.0,",,a",,,,,,,,,31.0,",,a,20,",,,,,,,147.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8331,ASN00041077,1899-03,-27.45,151.7167,402.0,"OAKEY POST OFFICE, AS",,,,,3.0,",a",2.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,18990319.0,",,a",,,,,,,,,50.8,",,a,19,",,,,,,,54.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8332,ASN00041078,1911-05,-28.4,151.3,314.0,"OMANAMA, AS",,,,,3.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110522.0,",,a",,,,,,,,,6.4,",,a,22,",,,,,,,11.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8333,ASN00041079,1934-01,-28.5406,151.8425,930.0,"PASSCHENDAELE, AS",,,,,4.0,",a",4.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19340104.0,",,a",,,,,,,,,73.7,",,a,04,",,,,,,,101.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8334,ASN00041080,1950-04,-27.1461,151.695,450.0,"PERANGA POST OFFICE, AS",,,,,8.0,",a",5.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19500411.0,",,a",,,,,,,,,60.2,",,a,11,",,,,,,,82.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8335,ASN00041081,1881-03,-28.65,151.6,548.6,"PIKEDALE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18810331.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,ASN00041082,1750-03,-27.7156,151.6333,608.0,"PITTSWORTH, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500315.0,",2,a",,,,,,,,,15.0,"2,,a,15,",,,,,,,23.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,ASN00041083,1750-03,-28.0694,151.7797,609.0,"PRATTEN, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500315.0,",2,a",,,,,,,,,9.0,"2,,a,15,",,,,,,,14.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8338,ASN00041084,1927-09,-28.15,151.5833,454.0,"QUEEN MARY FALLS, AS",,,,,3.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19270928.0,",,a",,,,,,,,,7.1,",,a,28,",,,,,,,11.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8339,ASN00041085,1750-03,-28.3253,152.3942,884.0,"QUEEN MARY FALLS, AS",,,,,13.0,"2,a",9.0,"2,a",1.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500309.0,",2,a",,,,,,,,,26.0,"2,,a,09,",,,,,,,96.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8340,ASN00041086,1750-03,-26.6653,151.3969,562.0,"QUENDON, AS",,,,,3.0,"2,a",3.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500315.0,",2,a",,,,,,,,,11.0,"2,,a,15,",,,,,,,20.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8341,ASN00041087,1950-02,-29.0314,151.4897,346.2,"RIVERTON, AS",,,,,10.0,",a",8.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19500208.0,",,a",,,,,,,,,28.4,",,a,08,",,,,,,,121.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8342,ASN00041088,1930-09,-26.9,150.55,305.0,"ROSEDALE, AS",,,,,5.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19300918.0,"+,,a",,,,,,,,,4.6,",,a,18,+",,,,,,,12.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343,ASN00041089,1890-06,-27.4,151.3,366.0,"STRUTH, AS",,,,,10.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18900612.0,",,a",,,,,,,,,12.4,",,a,12,",,,,,,,29.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8344,ASN00041090,1750-03,-26.5392,151.1347,393.0,"DARR CREEK TM, AS",,,,,4.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,"+,2,a",,,,,,,,,3.0,"2,,a,25,+",,,,,,,10.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,ASN00041091,1959-03,-26.8086,151.0806,348.0,"LAURIEDALE, AS",,,,,9.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19590319.0,",,a",,,,,,,,,24.1,",,a,19,",,,,,,,36.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8346,ASN00041092,1750-03,-26.4489,150.8925,335.0,"BALLON TM, AS",,,,,5.0,"2,a",4.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500315.0,",2,a",,,,,,,,,9.0,"2,,a,15,",,,,,,,26.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8347,ASN00041093,1912-12,-28.3167,152.3667,633.0,"TOP PLAINS, AS",,,,,8.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19121221.0,",,a",,,,,,,,,19.3,",,a,21,",,,,,,,34.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
