,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,AWND,AWND_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
9454,IN023190200,1901-01,26.75,79.23,146.0,"BHARTHANA, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010115.0,",,I",,,19.1,",,I,15,",43.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9455,IN023190300,1901-01,26.8,79.52,135.0,"BIDHUNA, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010115.0,",,I",,,20.6,",,I,15,",48.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9456,IN023190400,1901-01,26.47,79.52,139.0,"AURAIYA, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,9.7,",,I,01,",33.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9457,IN023200500,1901-01,26.78,82.13,101.0,"FAIZABAD, IN",6.0,",I",3.0,",I",0.0,",I",,,,,19010114.0,",,I",,,14.2,",,I,14,",39.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,IN023200600,1901-01,26.42,82.53,200.0,"AKBARPUR, IN",3.0,",I",3.0,",I",0.0,",I",,,,,19010114.0,",,I",,,22.9,",,I,14,",53.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9459,IN023200700,1901-01,26.6,82.12,99.0,"BIKAPUR, IN",7.0,",I",5.0,",I",1.0,",I",,,,,19010114.0,",,I",,,27.4,",,I,14,",78.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9460,IN023200800,1901-01,26.55,82.65,91.0,"TANDA, IN",5.0,",I",3.0,",I",1.0,",I",,,,,19010114.0,",,I",,,32.0,",,I,14,",58.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9461,IN023200900,1901-01,26.32,82.73,91.0,"JALALPUR, IN",6.0,",I",3.0,",I",0.0,",I",,,,,19010114.0,",,I",,,21.1,",,I,14,",54.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9462,IN023201000,1926-06,26.78,82.2,119.0,"AYODHYA AJOBHY, IN",2.0,",I",2.0,",I",0.0,",I",,,,,19260618.0,",,I",,,10.4,",,I,18,",19.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9463,IN023201300,1959-01,26.75,82.08,102.0,"FAIZABAD OBSERVATORY SR, IN",3.0,",I",2.0,",I",0.0,",I",,,,,19590122.0,",,I",,,24.1,",,I,22,",48.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464,IN023210800,1901-01,27.37,79.63,156.0,"FATEHGARH, IN",6.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,18.3,",,I,01,",51.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9465,IN023210900,1907-04,27.4,79.58,156.0,"FARRUKHABAD, IN",3.0,",I",2.0,",I",0.0,",I",,,,,19070413.0,",,I",,,4.6,",,I,13,",8.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9466,IN023211000,1901-01,27.55,79.33,156.0,"KAIMGANJ, IN",6.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,20.3,",,I,01,",65.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9467,IN023211100,1901-01,27.13,79.5,227.0,"CHHIBRAMAU, IN",6.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,16.5,",,I,01,",45.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9468,IN023211200,1901-01,27.05,79.93,227.0,"KANNAUJ, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010115.0,",,I",,,13.7,",,I,15,",37.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9469,IN023211201,1901-01,26.9,79.33,152.0,"DIGRI, IN",3.0,",I",3.0,",I",0.0,",I",,,,,19010109.0,",,I",,,15.2,",,I,09,",25.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9470,IN023220100,1931-01,25.933,80.833,114.0,"FATEHPUR, IN",1.0,",I",0.0,",I",0.0,",I",,,,,19310131.0,",,I",,,1.0,",,I,31,",1.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9471,IN023220101,1901-01,25.78,81.12,107.0,"KHAGA, IN",6.0,",I",5.0,",I",1.0,",I",,,,,19010115.0,",,I",,,26.4,",,I,15,",55.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9472,IN023220400,1901-01,26.05,80.53,119.0,"KHAJWA, IN",6.0,",I",3.0,",I",0.0,",I",,,,,19010114.0,",,I",,,23.4,",,I,14,",49.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9473,IN023230400,1901-01,30.15,78.78,1646.0,"PAURI, IN",9.0,",I",7.0,",I",3.0,",I",,,,,19010114.0,",,I",,,37.1,",,I,14,",123.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9474,IN023230500,1901-01,30.2,78.77,564.0,"SRINAGAR, IN",6.0,",I",5.0,",I",2.0,",I",,,,,19010114.0,"+,,I",,,25.4,",,I,14,+",97.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,IN023230501,1901-01,30.25,79.25,1707.0,"BIRONKHOL, IN",7.0,",I",7.0,",I",2.0,",I",,,,,19010114.0,",,I",,,43.7,",,I,14,",127.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476,IN023230800,1901-01,29.75,78.53,1387.0,"KOTDWARA, IN",7.0,",I",6.0,",I",2.0,",I",,,,,19010101.0,",,I",,,44.7,",,I,01,",123.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477,IN023230900,1901-01,29.83,78.68,1692.0,"LANDSDOWN, IN",13.0,",I",7.0,",I",3.0,",I",,,,,19010114.0,",,I",,,56.4,",,I,14,",200.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478,IN023241100,1901-01,25.58,83.57,67.0,"GHAZIPUR, IN",6.0,",I",4.0,",I",1.0,",I",,,,,19010101.0,",,I",,,31.0,",,I,01,",64.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9479,IN023241200,1901-01,25.53,83.22,73.0,"SAIDPUR BHITARI, IN",5.0,",I",4.0,",I",1.0,",I",,,,,19010101.0,",,I",,,27.9,",,I,01,",57.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480,IN023241300,1901-01,25.43,83.57,88.0,"ZAMANA, IN",5.0,",I",3.0,",I",1.0,",I",,,,,19010101.0,",,I",,,25.4,",,I,01,",56.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9481,IN023241400,1901-01,25.62,83.75,66.0,"MUHAMMADABAD, IN",5.0,",I",4.0,",I",1.0,",I",,,,,19010101.0,",,I",,,36.6,",,I,01,",62.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9482,IN023242300,1979-01,25.4,83.55,65.0,"GHAZIPUR OBSERVATORY, IN",6.0,",I",5.0,",I",1.0,",I",,,,,19790120.0,",,I",,,39.6,",,I,20,",74.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483,IN023250200,1901-01,27.13,81.93,110.0,"GONDA, IN",6.0,",I",4.0,",I",1.0,",I",,,,,19010114.0,",,I",,,32.0,",,I,14,",61.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9484,IN023250300,1901-01,27.32,82.42,116.0,"ATRAULA, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,16.3,",,I,14,",48.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485,IN023250400,1922-01,27.05,82.23,104.0,"MANKAPUR, IN",2.0,",I",1.0,",I",0.0,",I",,,,,19220122.0,",,I",,,4.6,",,I,22,",6.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486,IN023250600,1901-01,26.97,81.98,99.0,"TARABGANJ, IN",6.0,",I",3.0,",I",0.0,",I",,,,,19010114.0,",,I",,,19.8,",,I,14,",39.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487,IN023250700,1931-04,27.133,81.967,110.0,"GONDA, IN",1.0,",I",0.0,",I",0.0,",I",,,,,19310404.0,",,I",,,0.3,",,I,04,",0.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,IN023260200,1901-01,27.15,83.57,25.0,"MAHARAJGANJ, IN",5.0,",I",3.0,",I",1.0,",I",,,,,19010115.0,",,I",,,46.7,",,I,15,",72.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,IN023260300,1941-06,27.1,83.28,25.0,"PHARENDA, IN",13.0,",I",11.0,",I",4.0,",I",,,,,19410628.0,",,I",,,85.1,",,I,28,",300.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490,IN023260400,1954-09,27.433,83.417,99.0,"NAUTANWA, IN",9.0,"1,I",7.0,"1,I",1.0,"1,I",,,,,19540925.0,",1,I",,,26.7,"1,,I,25,",66.2,"1,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491,IN023260401,1901-01,26.55,83.37,25.0,"BANSGAON, IN",5.0,",I",4.0,",I",1.0,",I",,,,,19010115.0,",,I",,,27.4,",,I,15,",60.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9492,IN023261300,1901-01,26.75,83.367,77.0,"GORAKHPUR, IN",4.0,"2,I",2.0,"2,I",0.0,"2,I",,,,,19010101.0,",2,I",,,14.0,"2,,I,01,",21.7,"2,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,IN023261500,1965-01,26.75,83.42,78.0,"GO AKHPUR P.B.O.OBSY SR, IN",0.0,",I",0.0,",I",0.0,",I",,,,,19650131.0,"+,,I",,,0.0,",,I,31,+",0.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9494,IN023270200,1901-01,25.95,80.13,107.0,"HAMIRPUR, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,15.7,",,I,14,",45.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9495,IN023270300,1901-01,25.68,80.12,200.0,"MAUDEHA, IN",5.0,",I",5.0,",I",1.0,",I",,,,,19010115.0,",,I",,,26.7,",,I,15,",61.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9496,IN023270400,1907-01,25.57,80.05,123.0,"KHANNAH, IN",0.0,",I",0.0,",I",0.0,",I",,,,,19070131.0,"+,,I",,,0.0,",,I,31,+",0.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9497,IN023270700,1901-01,25.58,79.58,160.0,"RATH, IN",6.0,",I",5.0,",I",0.0,",I",,,,,19010109.0,",,I",,,15.7,",,I,09,",52.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,IN023270800,1901-01,25.32,79.65,192.0,"KULPAHAR, IN",4.0,",I",3.0,",I",0.0,",I",,,,,19010115.0,",,I",,,18.0,",,I,15,",36.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499,IN023270900,1901-01,25.3,79.88,209.0,"MAHOBA, IN",7.0,",I",4.0,",I",1.0,",I",,,,,19010115.0,",,I",,,27.9,",,I,15,",56.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,IN023271000,1901-01,25.4,79.75,183.0,"CHARKHARI, IN",6.0,",I",3.0,",I",1.0,",I",,,,,19010115.0,",,I",,,26.4,",,I,15,",49.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501,IN023271300,1901-01,25.28,79.53,189.0,"BELATHAL, IN",4.0,",I",3.0,",I",0.0,",I",,,,,19010115.0,",,I",,,22.9,",,I,15,",40.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,IN023271400,1901-01,25.32,79.92,210.0,"BIJANAGAR, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010101.0,",,I",,,19.1,",,I,01,",50.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503,IN023271500,1902-01,25.77,79.68,139.0,"SARILA, IN",2.0,",I",1.0,",I",0.0,",I",,,,,19020108.0,",,I",,,17.3,",,I,08,",17.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504,IN023280400,1901-01,27.4,80.13,141.0,"HARDOI, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010115.0,"+,,I",,,15.2,",,I,15,+",52.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505,IN023280500,1901-01,27.07,80.52,183.0,"SANDILA, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,22.9,",,I,14,",57.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,IN023280600,1901-01,27.18,80.03,141.0,"BILGRAM, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010101.0,",,I",,,18.5,",,I,01,",61.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9507,IN023280900,1951-01,27.383,80.167,142.0,"HARDOI, IN",3.0,",I",3.0,",I",0.0,",I",,,,,19510116.0,",,I",,,12.7,",,I,16,",27.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9508,IN023281300,1901-01,27.63,79.95,141.0,"SHAHABAD, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,18.0,",,I,01,",45.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9509,IN023290400,1901-01,25.98,79.15,229.0,"KUNCH, IN",6.0,",I",5.0,",I",0.0,",I",,,,,19010109.0,",,I",,,23.4,",,I,09,",47.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9510,IN023290500,1901-01,25.98,79.47,151.0,"ORAI, IN",5.0,",I",3.0,",I",0.0,",I",,,,,19010109.0,",,I",,,15.5,",,I,09,",30.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511,IN023290800,1901-01,26.13,79.33,143.0,"JALAUN, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010115.0,",,I",,,24.1,",,I,15,",50.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,IN023290900,1901-01,26.13,79.75,131.0,"KALPI, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010109.0,",,I",,,12.7,",,I,09,",33.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9513,IN023291200,1950-04,25.98,79.5,141.0,"ORAI OBSERVATORY SR, IN",0.0,",I",0.0,",I",0.0,",I",,,,,19500430.0,"+,,I",,,0.0,",,I,30,+",0.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9514,IN023300100,1901-01,26.05,82.7,85.0,"SHAHGANJ, IN",6.0,",I",4.0,",I",1.0,",I",,,,,19010101.0,",,I",,,29.5,",,I,01,",62.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515,IN023300800,1901-01,25.75,82.68,81.0,"JAUNPUR, IN",5.0,",I",4.0,",I",1.0,",I",,,,,19010101.0,",,I",,,32.3,",,I,01,",54.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,IN023300900,1901-01,25.6,82.6,85.0,"MARIAHU, IN",6.0,",I",3.0,",I",1.0,",I",,,,,19010101.0,",,I",,,29.7,",,I,01,",49.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,IN023301000,1901-01,25.7,82.42,88.0,"MACHHLISNAHR, IN",5.0,",I",3.0,",I",1.0,",I",,,,,19010101.0,",,I",,,25.4,",,I,01,",48.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518,IN023301100,1901-01,25.63,82.92,80.0,"KERAKAT, IN",3.0,",I",3.0,",I",1.0,",I",,,,,19010101.0,",,I",,,30.5,",,I,01,",46.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519,IN023301600,1970-01,25.75,82.68,70.0,"JAUNPUR OBSERVATORY, IN",4.0,",I",2.0,",I",0.0,",I",,,,,19700121.0,",,I",,,17.4,",,I,21,",26.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520,IN023310101,1901-01,25.55,79.3,305.0,"GAROTHA, IN",6.0,",I",5.0,",I",0.0,",I",,,,,19010115.0,",,I",,,13.5,",,I,15,",46.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
