,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
8507,US1KSRH0014,2018-07,38.46242,-99.309725,609.9,"RUSH CENTER 0.2 SSE, KS US",10.0,",N",7.0,",N",2.0,",N",,,,,20180716.0,",,N",,,41.7,",,N,16,",143.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,US1KSRH0015,2018-07,38.36279,-99.0741,610.5,"ALBERT 7.2 SSW, KS US",10.0,",N",7.0,",N",0.0,",N",,,,,20180717.0,",,N",,,16.8,",,N,17,",71.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8509,US1KSRL0002,2005-08,39.1648,-96.6093,363.0,"MANHATTAN 2.0 SSW, KS US",9.0,"4,N",6.0,"4,N",2.0,"4,N",0.0,"4,N",20050831.0,"+,4,N",20050820.0,",4,N",0.0,"4,,N,31,+",46.0,"4,,N,20,",157.8,"4,,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,US1KSRL0003,2006-09,39.17984,-96.590713,350.5,"MANHATTAN 0.7 S, KS US",7.0,"3,N",4.0,"3,N",0.0,"3,N",0.0,"3,N",20060930.0,"+,3,N",20060910.0,",3,N",0.0,"3,,N,30,+",18.3,"3,,N,10,",40.4,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,US1KSRL0004,2006-07,39.1755,-96.6094,352.0,"MANHATTAN 1.4 SW, KS US",8.0,",N",6.0,",N",2.0,",N",0.0,",N",20060731.0,"+,,N",20060704.0,",,N",0.0,",,N,31,+",46.2,",,N,04,",101.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8512,US1KSRL0006,2007-07,39.2094,-96.6164,349.9,"MANHATTAN 1.9 NW, KS US",9.0,"5,N",5.0,"5,N",1.0,"5,N",0.0,"5,N",20070731.0,"+,5,N",20070730.0,",5,N",0.0,"5,,N,31,+",28.7,"5,,N,30,",65.3,"5,,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8513,US1KSRL0008,2007-08,39.199264,-96.632949,345.9,"MANHATTAN 2.4 WNW, KS US",7.0,"3,N",2.0,"3,N",1.0,"3,N",0.0,"3,N",20070831.0,"+,3,N",20070824.0,",3,N",0.0,"3,,N,31,+",30.7,"3,,N,24,",49.0,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8514,US1KSRL0009,2007-08,39.1864,-96.6444,328.0,"MANHATTAN 2.9 W, KS US",8.0,"3,N",2.0,"3,N",1.0,"3,N",0.0,"3,N",20070831.0,"+,3,N",20070824.0,",3,N",0.0,"3,,N,31,+",31.8,"3,,N,24,",45.8,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,US1KSRL0011,2008-08,39.191712,-96.619837,327.1,"MANHATTAN 1.6 W, KS US",,,,,,,,,,,,,,,,,133.2,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,US1KSRL0014,2010-05,39.296031,-96.822199,394.4,"RILEY 0.4 ESE, KS US",11.0,",N",9.0,",N",1.0,",N",,,,,20100520.0,",,N",,,35.8,",,N,20,",101.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8517,US1KSRL0016,2011-11,39.3278,-96.8317,406.9,"RILEY 2.1 N, KS US",5.0,"3,N",5.0,"3,N",2.0,"3,N",,,,,20111108.0,",3,N",,,37.6,"3,,N,08,",87.4,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8518,US1KSRL0019,2012-03,39.4291941,-96.757195,388.9,"RANDOLPH 0.1 ESE, KS US",6.0,",N",4.0,",N",0.0,",N",,,,,20120320.0,",,N",,,13.0,",,N,20,",40.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8519,US1KSRL0020,2011-12,39.2725,-96.7383,390.4,"MANHATTAN 9.8 NW, KS US",6.0,",N",4.0,",N",0.0,",N",,,,,20111220.0,"+,,N",,,20.6,",,N,20,+",76.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,US1KSRL0021,2011-12,39.188438,-96.639009,323.7,"MANHATTAN 2.6 W, KS US",6.0,"2,N",5.0,"2,N",0.0,"2,N",,,,,20111214.0,",2,N",,,23.9,"2,,N,14,",100.9,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521,US1KSRL0026,2013-08,39.25953692,-96.61573036,370.9,"MANHATTAN 5.0 NNW, KS US",7.0,",N",4.0,",N",1.0,",N",,,,,20130802.0,",,N",,,46.2,",,N,02,",80.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8522,US1KSRL0027,2013-08,39.243138,-96.59228,322.8,"MANHATTAN 3.7 N, KS US",4.0,"5,N",3.0,"5,N",1.0,"5,N",,,,,20130802.0,",5,N",,,47.0,"5,,N,02,",72.9,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8523,US1KSRL0028,2013-09,39.1755180358887,-96.6158294677734,343.5,"MANHATTAN 1.7 SW, KS US",5.0,"3,N",4.0,"3,N",1.0,"3,N",,,,,20130916.0,",3,N",,,132.3,"3,,N,16,",166.7,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8524,US1KSRL0030,2014-05,39.2055549621582,-96.6302795410156,361.5,"MANHATTAN 2.4 WNW, KS US",7.0,"2,N",4.0,"2,N",0.0,"2,N",,,,,20140524.0,",2,N",,,20.3,"2,,N,24,",40.8,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8525,US1KSRL0033,2014-06,39.183373,-96.585243,328.0,"MANHATTAN 0.5 SSE, KS US",10.0,"2,N",9.0,"2,N",3.0,"2,N",,,,,20140610.0,",2,N",,,59.7,"2,,N,10,",204.3,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8526,US1KSRL0036,2014-08,39.258576,-96.625663,375.5,"MANHATTAN 5.1 NNW, KS US",10.0,",N",6.0,",N",1.0,",N",,,,,20140810.0,",,N",,,44.7,",,N,10,",105.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8527,US1KSRL0037,2015-05,39.168949,-96.625167,370.9,"MANHATTAN 2.4 SW, KS US",18.0,"1,N",13.0,"1,N",1.0,"1,N",,,,,20150505.0,",1,N",,,137.9,"1,,N,05,",303.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8528,US1KSRL0042,2017-04,39.193893,-96.601324,349.0,"MANHATTAN 0.7 WNW, KS US",,,,,,,,,,,,,,,,,76.0,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8529,US1KSRL0043,2017-04,39.208983,-96.600056,331.6,"MANHATTAN 1.4 NNW, KS US",10.0,"5,N",7.0,"5,N",1.0,"5,N",,,,,20170405.0,",5,N",,,26.7,"5,,N,05,",98.9,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530,US1KSRL0045,2018-09,39.258997,-96.611068,380.1,"MANHATTAN 4.9 NNW, KS US",9.0,"5,N",6.0,"5,N",1.0,"5,N",,,,,20180903.0,",5,N",,,207.0,"5,,N,03,",265.7,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8531,US1KSRL0048,2018-09,39.18569,-96.64659,334.1,"MANHATTAN 3.0 W, KS US",9.0,",N",6.0,",N",1.0,",N",,,,,20180903.0,",,N",,,114.3,",,N,03,",168.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8532,US1KSRL0051,2019-03,39.235486,-96.707293,365.2,"MANHATTAN 7.0 WNW, KS US",,,,,,,,,,,,,,,,,56.0,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8533,US1KSRL0052,2019-06,39.17812,-96.57764,312.4,"MANHATTAN 1.1 SE, KS US",14.0,"5,N",6.0,"5,N",2.0,"5,N",,,,,20190623.0,",5,N",,,92.7,"5,,N,23,",191.6,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8534,US1KSRL0053,2019-08,39.169733,-96.631547,384.4,"MANHATTAN 2.6 WSW, KS US",15.0,"1,N",10.0,"1,N",4.0,"1,N",,,,,20190830.0,",1,N",,,97.3,"1,,N,30,",299.3,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,US1KSRL0054,2019-08,39.180722,-96.583717,320.0,"MANHATTAN 0.7 SSE, KS US",17.0,",N",11.0,",N",4.0,",N",,,,,20190830.0,",,N",,,85.1,",,N,30,",285.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8536,US1KSRL0056,2020-02,39.237801,-96.636982,382.2,"MANHATTAN 4.1 NW, KS US",3.0,",N",2.0,",N",0.0,",N",0.0,"2,N",20200229.0,"+,2,N",20200224.0,",,N",0.0,"2,,N,29,+",8.6,",,N,24,",12.4,",,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8537,US1KSRL0057,2020-04,39.21041342289,-96.5192307743881,325.5,"MANHATTAN 4.3 ENE, KS US",10.0,"5,N",3.0,"5,N",1.0,"5,N",,,,,20200425.0,",5,N",,,32.3,"5,,N,25,",54.2,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8538,US1KSRL0059,2022-04,39.1313888888889,-96.6263888888889,315.2,"MANHATTAN 4.5 SSW, KS US",4.0,"3,N",2.0,"3,N",0.0,"3,N",,,,,20220430.0,",3,N",,,17.8,"3,,N,30,",22.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8539,US1KSRL0061,2022-08,39.207996,-96.575279,327.4,"MANHATTAN 1.5 NNE, KS US",5.0,",N",4.0,",N",0.0,",N",,,,,20220820.0,",,N",,,15.5,",,N,20,",30.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8540,US1KSRL0064,2022-09,39.1775947,-96.6120892,348.4,"MANHATTAN 1.5 SW, KS US",6.0,",N",4.0,",N",0.0,",N",,,,,20220911.0,",,N",,,20.6,",,N,11,",40.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8541,US1KSRL0067,2023-03,39.21999,-96.57586,313.3,"MANHATTAN 2.2 NNE, KS US",14.0,"4,N",3.0,"4,N",0.0,"4,N",,,,,20230317.0,",4,N",,,9.1,"4,,N,17,",23.6,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8542,US1KSRL0076,2023-05,39.1612038,-96.6030777,369.1,"MANHATTAN 2.1 SSW, KS US",9.0,"3,N",7.0,"3,N",1.0,"3,N",,,,,20230510.0,",3,N",,,43.4,"3,,N,10,",77.6,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8543,US1KSRN0004,2007-02,37.955043,-98.050087,487.1,"PARTRIDGE 2.5 ESE, KS US",4.0,",N",2.0,",N",0.0,",N",2.0,",N",20070213.0,",,N",20070213.0,",,N",64.0,",,N,13,",13.2,",,N,13,",17.3,",,,N",110.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544,US1KSRN0005,2007-02,37.799635,-98.282573,524.9,"LANGDON 4.3 SSE, KS US",2.0,"1,N",1.0,"1,N",0.0,"1,N",0.0,"1,N",20070228.0,"+,1,N",20070201.0,",1,N",0.0,"1,,N,28,+",7.6,"1,,N,01,",8.1,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,US1KSRN0007,2007-01,37.763601,-97.739906,463.0,"ANDALE 6.4 WSW, KS US",6.0,",N",3.0,",N",0.0,",N",1.0,",N",20070121.0,",,N",20070121.0,",,N",152.0,",,N,21,",18.3,",,N,21,",29.8,",,,N",152.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8546,US1KSRN0008,2007-01,37.7803141,-98.0134044,452.9,"PRETTY PRAIRIE 0.3 E, KS US",5.0,"4,N",4.0,"4,N",0.0,"4,N",2.0,"4,N",20070121.0,",4,N",20070121.0,",4,N",178.0,"4,,N,21,",17.8,"4,,N,21,",32.7,"4,,,N",229.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8547,US1KSRN0009,2007-01,37.8817,-97.8611,480.1,"YODER 4.2 S, KS US",3.0,",N",3.0,",N",0.0,",N",1.0,",N",20070115.0,",,N",20070122.0,",,N",114.0,",,N,15,",7.4,",,N,22,",18.6,",,,N",114.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,US1KSRN0011,2007-01,37.878664,-97.977195,456.9,"SOUTH HUTCHINSON 10.5 S, KS US",4.0,",N",2.0,",N",0.0,",N",0.0,",N",20070131.0,"+,,N",20070120.0,",,N",0.0,",,N,31,+",22.1,",,N,20,",32.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,US1KSRN0012,2007-04,37.892088,-98.050192,481.0,"PARTRIDGE 5.7 SSE, KS US",7.0,",N",5.0,",N",1.0,",N",0.0,",N",20070430.0,"+,,N",20070413.0,",,N",0.0,",,N,30,+",36.8,",,N,13,",63.8,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,US1KSRN0013,2007-02,37.9556,-98.197,502.9,"ABBYVILLE 1.1 SSE, KS US",2.0,"2,N",2.0,"2,N",0.0,"2,N",1.0,"2,N",20070201.0,",2,N",20070214.0,",2,N",76.0,"2,,N,01,",11.2,"2,,N,14,",14.0,"2,,,N",76.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,US1KSRN0014,2007-03,37.999324,-98.071779,491.9,"PARTRIDGE 2.5 NNE, KS US",14.0,",N",9.0,",N",2.0,",N",0.0,",N",20070331.0,"+,,N",20070331.0,",,N",0.0,",,N,31,+",61.0,",,N,31,",177.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,US1KSRN0015,2007-01,37.9227,-98.3602,530.0,"SYLVIA 3.6 SE, KS US",3.0,"5,N",3.0,"5,N",0.0,"5,N",2.0,"5,N",20070120.0,",5,N",20070120.0,",5,N",178.0,"5,,N,20,",12.4,"5,,N,20,",32.4,"5,,,N",292.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8553,US1KSRN0016,2007-02,38.03697,-97.93925,481.0,"SOUTH HUTCHINSON .7 NNE, KS US",3.0,",N",2.0,",N",0.0,",N",2.0,",N",20070201.0,",,N",20070213.0,",,N",104.0,",,N,01,",14.5,",,N,13,",25.7,",,,N",193.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8554,US1KSRN0017,2007-06,38.024833,-97.89598,459.9,"HUTCHINSON 3.0 SSE, KS US",12.0,",N",9.0,",N",1.0,",N",0.0,",N",20070630.0,"+,,N",20070601.0,",,N",0.0,",,N,30,+",61.0,",,N,01,",137.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8555,US1KSRN0019,2007-01,37.979771,-98.286384,518.2,"PLEVNA 1.4 NE, KS US",,,,,,,1.0,",N",20070121.0,",,N",,,203.0,",,N,21,",,,,,203.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556,US1KSRN0020,2008-05,38.083455,-97.915871,469.1,"HUTCHINSON 1.2 N, KS US",8.0,"3,N",6.0,"3,N",4.0,"3,N",0.0,"3,N",20080531.0,"+,3,N",20080507.0,",3,N",0.0,"3,,N,31,+",39.4,"3,,N,07,",188.1,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,US1KSRN0021,2007-07,37.88586,-98.14997,502.9,"ARLINGTON 1.7 ESE, KS US",6.0,",N",3.0,",N",0.0,",N",0.0,",N",20070731.0,"+,,N",20070723.0,",,N",0.0,",,N,31,+",5.6,",,N,23,",17.4,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,US1KSRN0023,2007-03,37.91957,-98.014939,466.0,"SOUTH HUTCHINSON 8.5 SSW, KS US",13.0,",N",6.0,",N",1.0,",N",0.0,",N",20070331.0,"+,,N",20070331.0,",,N",0.0,",,N,31,+",47.2,",,N,31,",126.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8559,US1KSRN0025,2007-07,37.853845,-97.940156,451.1,"PRETTY PRAIRIE 6.7 NE, KS US",9.0,",N",5.0,",N",0.0,",N",0.0,",N",20070731.0,"+,,N",20070731.0,"+,,N",0.0,",,N,31,+",5.3,",,N,31,+",30.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,US1KSRN0027,2007-08,38.01394,-98.37033,534.0,"SYLVIA 4.3 NNE, KS US",6.0,",N",3.0,",N",0.0,",N",0.0,",N",20070831.0,"+,,N",20070809.0,",,N",0.0,",,N,31,+",18.5,",,N,09,",44.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,US1KSRN0028,2007-11,38.0902,-97.938,477.0,"HUTCHINSON 2.1 NW, KS US",1.0,",N",1.0,",N",0.0,",N",1.0,",N",20071124.0,",,N",20071124.0,",,N",25.0,",,N,24,",4.1,",,N,24,",4.1,",,,N",25.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,US1KSRN0029,2010-06,37.77814,-98.01542,488.0,"PRETTY PRAIRIE 0.3 ESE, KS US",6.0,"3,N",6.0,"3,N",2.0,"3,N",,,,,20100613.0,",3,N",,,60.7,"3,,N,13,",128.8,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,US1KSRN0030,2007-08,37.81864,-98.15447,479.1,"ARLINGTON 5.5 SSE, KS US",3.0,",N",1.0,",N",1.0,",N",0.0,",N",20070831.0,"+,,N",20070809.0,",,N",0.0,",,N,31,+",33.0,",,N,09,",34.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,US1KSRN0033,2009-04,38.0275,-98.06719,489.5,"PARTRIDGE 4.4 NNE, KS US",13.0,",N",7.0,",N",1.0,",N",,,,,20090427.0,",,N",,,45.0,",,N,27,",132.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,US1KSRN0036,2010-08,37.984635,-98.036213,481.9,"HUTCHINSON 8.7 SW, KS US",4.0,"4,N",3.0,"4,N",1.0,"4,N",,,,,20100817.0,",4,N",,,33.8,"4,,N,17,",125.5,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8566,US1KSRN0037,2011-04,38.03414,-97.922864,464.5,"HUTCHINSON 2.2 SSW, KS US",8.0,"4,N",2.0,"4,N",0.0,"4,N",,,,,20110425.0,",4,N",,,4.1,"4,,N,25,",14.7,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,US1KSRN0042,2013-02,38.102988,-97.869086,494.1,"HUTCHINSON 3.6 NE, KS US",7.0,",N",5.0,",N",0.0,",N",4.0,"2,N",20130221.0,",2,N",20130221.0,",,N",292.0,"2,,N,21,",22.9,",,N,21,",56.8,",,,N",564.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,US1KSRN0046,2013-09,37.9120675474405,-98.1194845587015,489.8,"PARTRIDGE 4.1 SSW, KS US",5.0,",N",2.0,",N",0.0,",N",,,,,20130928.0,",,N",,,16.3,",,N,28,",33.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,US1KSRN0049,2014-06,37.8043,-97.9718,470.0,"PRETTY PRAIRIE 3.1 ENE, KS US",13.0,",N",10.0,",N",3.0,",N",,,,,20140610.0,",,N",,,39.9,",,N,10,",164.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8570,US1KSRN0050,2014-07,37.8825798034668,-98.2751770019531,509.3,"ARLINGTON 5.4 W, KS US",7.0,"4,N",6.0,"4,N",1.0,"4,N",,,,,20140701.0,",4,N",,,41.1,"4,,N,01,",105.6,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8571,US1KSRN0053,2014-08,38.014812,-98.098987,494.4,"PARTRIDGE 3.3 N, KS US",,,,,,,,,,,,,,,,,43.5,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,US1KSRN0055,2015-05,38.013003,-98.326954,529.7,"PLEVNA 3.1 NNW, KS US",16.0,",N",13.0,",N",2.0,",N",,,,,20150520.0,",,N",,,27.9,",,N,20,",160.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,US1KSRN0056,2016-01,37.82429,-98.040527,477.3,"PRETTY PRAIRIE 3.3 NNW, KS US",1.0,",N",1.0,",N",0.0,",N",0.0,"1,N",20160131.0,"+,1,N",20160108.0,",,N",0.0,"1,,N,31,+",14.0,",,N,08,",14.0,",,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,US1KSRN0061,2017-04,38.011291,-97.828865,456.6,"HUTCHINSON 6.0 SE, KS US",12.0,",N",6.0,",N",3.0,",N",,,,,20170405.0,",,N",,,55.4,",,N,05,",139.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,US1KSRN0062,2017-10,38.067517,-97.960226,470.6,"HUTCHINSON 2.5 W, KS US",8.0,"3,N",2.0,"3,N",1.0,"3,N",,,,,20171007.0,",3,N",,,32.3,"3,,N,07,",50.1,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,US1KSRN0064,2018-06,37.808489,-98.424065,538.9,"TURON 0.2 ENE, KS US",8.0,"2,N",5.0,"2,N",1.0,"2,N",,,,,20180625.0,",2,N",,,36.3,"2,,N,25,",78.6,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,US1KSRN0072,2021-08,38.087597,-97.940964,472.4,"HUTCHINSON 2.1 NW, KS US",6.0,"3,N",5.0,"3,N",0.0,"3,N",,,,,20210821.0,",3,N",,,24.9,"3,,N,21,",70.8,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,US1KSRN0073,2022-04,38.15143,-98.09996,489.5,"NICKERSON 0.8 WNW, KS US",3.0,",N",2.0,",N",0.0,",N",0.0,"5,N",20220430.0,"+,5,N",20220413.0,",,N",0.0,"5,,N,30,+",5.1,",,N,13,",9.2,",,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,US1KSRO0001,2005-05,39.2293,-99.2968,658.1,"PLAINVILLE 0.4 SE, KS US",9.0,",N",5.0,",N",0.0,",N",0.0,",N",20050531.0,"+,,N",20050530.0,",,N",0.0,",,N,31,+",24.1,",,N,30,",43.7,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,US1KSRO0004,2020-07,39.336304,-99.595936,620.6,"DAMAR 1.4 NNW, KS US",8.0,"1,N",7.0,"1,N",1.0,"1,N",,,,,20200714.0,",1,N",,,28.7,"1,,N,14,",98.7,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,US1KSRO0006,2022-07,39.466586,-99.462162,596.8,"STOCKTON 10.4 WNW, KS US",8.0,",N",2.0,",N",0.0,",N",,,,,20220725.0,",,N",,,10.4,",,N,25,",20.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,US1KSRO0008,2018-04,39.279316,-99.438234,623.3,"ZURICH 3.3 N, KS US",7.0,"1,N",2.0,"1,N",0.0,"1,N",,,,,20180421.0,",1,N",,,9.1,"1,,N,21,",21.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,US1KSRO0010,2018-08,39.225546,-99.306443,654.1,"PLAINVILLE 0.7 SSW, KS US",9.0,"5,N",9.0,"5,N",1.0,"5,N",,,,,20180807.0,",5,N",,,39.6,"5,,N,07,",110.7,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,US1KSRO0011,2019-05,39.224519,-99.302275,654.4,"PLAINVILLE 0.7 S, KS US",16.0,"4,N",12.0,"4,N",4.0,"4,N",,,,,20190526.0,",4,N",,,33.8,"4,,N,26,",239.2,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
