,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES
6891,NOE00110698,1957-01,60.6883,5.9644,316.0,"OVSTEDAL, NO",,,,,24.0,",E",21.0,",E",7.0,",E",31.0,",",,,,,,,,,,,,,19570128.0,",,E",19570107.0,",,E",,,,,930.0,",,E,28,",90.3,",,E,07,",,,,,,,585.5,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6892,NOE00110707,1902-01,59.8292,6.8253,393.0,"ROLDAL, NO",,,,,0.0,",E",0.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19020131.0,"+,,E",19020131.0,"+,,E",,,,,0.0,",,E,31,+",0.0,",,E,31,+",,,,,,,0.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6893,NOE00110716,1957-01,59.9908,6.0239,51.0,"ROSENDAL, NO",,,,,23.0,",E",19.0,",E",2.0,",E",2.0,",",,,,,,,,,,,,,19570128.0,",,E",19570111.0,",,E",,,,,40.0,",,E,28,",36.2,",,E,11,",,,,,,,237.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6894,NOE00110725,1954-01,59.9081,5.0681,25.0,"SLATTEROY FYR, NO",,,,,14.0,",E",14.0,",E",0.0,",E",,,0.0,",",13.0,",E",,,,,,,19540131.0,",,E",,,19540119.0,",,E",,,-7.2,",E,31,",,,19.8,",,E,19,",,,,,,,147.9,",,,E",,,,,0.65,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6895,NOE00110734,1943-09,61.8317,5.6683,24.0,"ALFOTEN II, NO",,,,,17.0,",E",17.0,",E",2.0,",E",0.0,",",,,,,,,,,,,,,19430930.0,"+,,E",19430919.0,",,E",,,,,0.0,",,E,30,+",61.4,",,E,19,",,,,,,,255.1,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6896,NOE00110743,1957-01,60.9031,7.2017,15.0,"AURLAND, NO",,,,,17.0,",E",15.0,",E",1.0,",E",8.0,",",,,,,,,,,,,,,19570115.0,"+,,E",19570120.0,",,E",,,,,80.0,",,E,15,+",53.5,",,E,20,",,,,,,,195.6,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6897,NOE00110752,1895-07,61.5358,6.0603,237.0,"BOTNEN I FORDE, NO",,,,,21.0,",E",17.0,",E",2.0,",E",,,,,,,,,,,,,,,,,18950708.0,",,E",,,,,,,35.2,",,E,08,",,,,,,,209.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6898,NOE00110761,1939-01,60.9592,5.4267,240.0,"BREKKE I SOGN, NO",,,,,13.0,",E",11.0,",E",2.0,",E",31.0,",",,,,,,,,,,,,,19390108.0,",,E",19390110.0,",,E",,,,,370.0,",,E,08,",64.7,",,E,10,",,,,,,,197.1,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6899,NOE00110770,1895-07,61.6942,6.8094,40.0,"BRIKSDAL, NO",,,,,15.0,",E",12.0,",E",2.0,",E",,,,,,,,,,,,,,,,,18950730.0,",,E",,,,,,,28.5,",,E,30,",,,,,,,140.6,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6900,NOE00110779,1895-07,61.2925,7.1883,246.0,"HAFSLO, NO",,,,,19.0,",E",8.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,18950731.0,"+,,E",18950708.0,",,E",,,,,0.0,",,E,31,+",11.4,",,E,08,",,,,,,,75.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6901,NOE00110788,1957-01,61.4203,6.3756,329.0,"HAUKEDAL, NO",,,,,22.0,",E",20.0,",E",6.0,",E",31.0,",",,,,,,,,,,,,,19570128.0,",,E",19570108.0,",,E",,,,,1110.0,",,E,28,",74.0,",,E,08,",,,,,,,457.9,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902,NOE00110797,1895-07,62.0031,6.6508,340.0,"HORNINDAL, NO",,,,,15.0,",E",12.0,",E",2.0,",E",0.0,",",,,,,,,,,,,,,18950731.0,"+,,E",18950730.0,",,E",,,,,0.0,",,E,31,+",35.3,",,E,30,",,,,,,,169.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6903,NOE00110806,1900-01,61.2342,5.4319,60.0,"HOVLANDSDAL, NO",,,,,16.0,",E",12.0,",E",6.0,",E",15.0,",",,,,,,,,,,,,,19000117.0,",,E",19000122.0,",,E",,,,,200.0,",,E,17,",40.8,",,E,22,",,,,,,,263.5,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6904,NOE00110815,1957-01,61.1119,5.5467,31.0,"LAVIK, NO",,,,,25.0,",E",19.0,",E",5.0,",E",6.0,",",,,,,,,,,,,,,19570115.0,",,E",19570107.0,",,E",,,,,50.0,",,E,15,",49.0,",,E,07,",,,,,,,372.1,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6905,NOE00110824,1895-07,61.1092,8.0358,806.0,"MARISTOVA, NO",,,,,21.0,",E",7.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,18950731.0,"+,,E",18950708.0,",,E",,,,,0.0,",,E,31,+",19.0,",,E,08,",,,,,,,79.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6906,NOE00110833,1895-07,61.7133,6.6164,315.0,"MYKLEBUST I BREIM, NO",,,,,22.0,",E",15.0,",E",0.0,",E",,,,,,,,,,,,,,,,,18950708.0,",,E",,,,,,,23.0,",,E,08,",,,,,,,171.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6907,NOE00110842,1957-01,61.2164,5.7514,350.0,"RORVIKVATN VED VADHEIM, NO",,,,,24.0,",E",20.0,",E",8.0,",E",31.0,",",,,,,,,,,,,,,19570128.0,",,E",19570120.0,",,E",,,,,850.0,",,E,28,",94.7,",,E,20,",,,,,,,646.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6908,NOE00110851,1895-07,61.3344,6.9333,421.0,"SOGNDAL SELSENG, NO",,,,,18.0,",E",12.0,",E",0.0,",E",,,,,,,,,,,,,,,,,18950730.0,",,E",,,,,,,21.0,",,E,30,",,,,,,,106.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6909,NOE00110860,1957-01,62.1478,5.2139,75.0,"STADLANDET, NO",,,,,22.0,",E",16.0,",E",1.0,",E",0.0,",",,,,,,,,,,,,,19570131.0,"+,,E",19570128.0,",,E",,,,,0.0,",,E,31,+",35.2,",,E,28,",,,,,,,252.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6910,NOE00110869,1895-01,61.0728,6.5814,65.0,"VIK I SOGN III, NO",,,,,0.0,",E",0.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,18950131.0,"+,,E",18950131.0,"+,,E",,,,,0.0,",,E,31,+",0.0,",,E,31,+",,,,,,,0.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6911,NOE00110878,1957-01,61.0044,4.6756,3.0,"YTRE SOLUND, NO",,,,,23.0,",E",20.0,",E",3.0,",E",2.0,",",,,,,,,,,,,,,19570115.0,",,E",19570128.0,",,E",,,,,60.0,",,E,15,",37.5,",,E,28,",,,,,,,254.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6912,NOE00110887,1957-01,62.5656,7.6769,20.0,"ANDALSNES, NO",,,,,16.0,",E",14.0,",E",2.0,",E",17.0,",",,,,,,,,,,,,,19570116.0,",,E",19570110.0,",,E",,,,,200.0,",,E,16,",31.4,",,E,10,",,,,,,,185.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6913,NOE00110896,1957-01,62.8914,7.3906,49.0,"EIDE PA NORDMORE, NO",,,,,22.0,",E",20.0,",E",5.0,",E",18.0,",",,,,,,,,,,,,,19570124.0,"+,,E",19570108.0,",,E",,,,,120.0,",,E,24,+",107.2,",,E,08,",,,,,,,419.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6914,NOE00110905,1957-01,62.9758,8.2428,12.0,"HALSAFJORD II, NO",,,,,21.0,",E",19.0,",E",3.0,",E",28.0,",",,,,,,,,,,,,,19570116.0,",,E",19570108.0,",,E",,,,,140.0,",,E,16,",39.3,",,E,08,",,,,,,,276.5,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6915,NOE00110914,1957-01,62.9089,7.2453,80.0,"HUSTADVATN, NO",,,,,21.0,",E",19.0,",E",4.0,",E",13.0,",",,,,,,,,,,,,,19570127.0,"+,,E",19570108.0,",,E",,,,,100.0,",,E,27,+",76.9,",,E,08,",,,,,,,349.6,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6916,NOE00110923,1895-01,62.2478,7.2414,28.0,"NORDDAL, NO",,,,,0.0,",E",0.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,18950131.0,"+,,E",18950131.0,"+,,E",,,,,0.0,",,E,31,+",0.0,",,E,31,+",,,,,,,0.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6917,NOE00110932,1957-01,62.6856,8.4242,47.0,"OKSENDAL, NO",,,,,19.0,",E",14.0,",E",2.0,",E",17.0,",",,,,,,,,,,,,,19570110.0,",,E",19570108.0,",,E",,,,,160.0,",,E,10,",31.1,",,E,08,",,,,,,,185.9,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6918,NOE00110941,1957-01,62.4789,6.82,4.0,"ORSKOG, NO",,,,,23.0,",E",18.0,",E",3.0,",E",13.0,",",,,,,,,,,,,,,19570117.0,"+,,E",19570108.0,",,E",,,,,50.0,",,E,17,+",58.8,",,E,08,",,,,,,,274.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6919,NOE00110950,1957-01,63.0381,9.2206,228.0,"RINDAL, NO",,,,,20.0,",E",15.0,",E",3.0,",E",31.0,",",,,,,,,,,,,,,19570115.0,",,E",19570108.0,",,E",,,,,470.0,",,E,15,",53.8,",,E,08,",,,,,,,215.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6920,NOE00110959,1957-01,62.675,8.5589,6.0,"SUNNDALSORA III, NO",,,,,19.0,",E",14.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19570131.0,"+,,E",19570108.0,",,E",,,,,0.0,",,E,31,+",22.2,",,E,08,",,,,,,,131.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6921,NOE00110968,1957-01,63.005,9.0114,39.0,"SURNADAL, NO",,,,,20.0,",E",17.0,",E",2.0,",E",31.0,",",,,,,,,,,,,,,19570115.0,"+,,E",19570108.0,",,E",,,,,430.0,",,E,15,+",35.0,",,E,08,",,,,,,,213.5,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6922,NOE00110977,1900-01,62.3417,8.0517,247.0,"VERMA, NO",,,,,6.0,",E",3.0,",E",0.0,",E",31.0,",",,,,,,,,,,,,,19000124.0,",,E",19000122.0,",,E",,,,,600.0,",,E,24,",19.5,",,E,22,",,,,,,,36.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6923,NOE00110986,1900-01,63.0558,11.5692,302.0,"AUNET, NO",,,,,7.0,",E",4.0,",E",0.0,",E",31.0,",",,,,,,,,,,,,,19000128.0,",,E",19000125.0,",,E",,,,,870.0,",,E,28,",7.2,",,E,25,",,,,,,,23.1,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6924,NOE00110995,1957-01,62.6739,11.4542,685.0,"AURSUND, NO",,,,,16.0,",E",10.0,",E",0.0,",E",31.0,",",,,,,,,,,,,,,19570115.0,"+,,E",19570110.0,",,E",,,,,900.0,",,E,15,+",23.9,",,E,10,",,,,,,,78.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6925,NOE00111004,1957-01,64.245,10.3278,12.0,"BESSAKER, NO",,,,,22.0,",E",16.0,",E",1.0,",E",3.0,",",,,,,,,,,,,,,19570123.0,"+,,E",19570108.0,",,E",,,,,40.0,",,E,23,+",68.7,",,E,08,",,,,,,,207.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6926,NOE00111013,1957-01,63.6233,8.7356,23.0,"HITRA, NO",,,,,22.0,",E",18.0,",E",1.0,",E",10.0,",",,,,,,,,,,,,,19570126.0,"+,,E",19570108.0,",,E",,,,,100.0,",,E,26,+",39.3,",,E,08,",,,,,,,183.5,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6927,NOE00111022,1957-01,63.295,9.7481,84.0,"SKJENALDFOSSEN I ORKDAL, NO",,,,,20.0,",E",17.0,",E",2.0,",E",31.0,",",,,,,,,,,,,,,19570115.0,",,E",19570108.0,",,E",,,,,430.0,",,E,15,",50.0,",,E,08,",,,,,,,216.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6928,NOE00111031,1957-01,63.33,9.645,300.0,"SONGLI, NO",,,,,21.0,",E",18.0,",E",4.0,",E",31.0,",",,,,,,,,,,,,,19570123.0,",,E",19570108.0,",,E",,,,,730.0,",,E,23,",58.2,",,E,08,",,,,,,,274.2,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6929,NOE00111040,1923-01,63.4106,10.4533,127.0,"TRONDHEIM VOLL, NO",,,,,20.0,",E",13.0,",E",0.0,",E",21.0,",",0.0,",",30.0,",E",,,,,,,19230131.0,",,E",19230129.0,",,E",19230125.0,",,E",,,-8.2,",E,31,",360.0,",,E,29,",22.9,",,E,25,",,,,,,,106.2,",,,E",,,,,-2.87,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6930,NOE00111049,1957-01,64.3317,11.5444,62.0,"BANGDALEN, NO",,,,,23.0,",E",21.0,",E",1.0,",E",31.0,",",,,,,,,,,,,,,19570129.0,",,E",19570108.0,",,E",,,,,580.0,",,E,29,",51.3,",,E,08,",,,,,,,257.1,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6931,NOE00111058,1957-01,63.4403,11.2564,33.0,"HEGRA II, NO",,,,,19.0,",E",15.0,",E",0.0,",E",22.0,",",,,,,,,,,,,,,19570115.0,",,E",19570107.0,",,E",,,,,140.0,",,E,15,",20.6,",,E,07,",,,,,,,137.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6932,NOE00111067,1957-01,64.0531,11.0558,315.0,"HOLDEN, NO",,,,,,,,,,,9.0,",",,,,,,,,,,,,,19570130.0,",,E",,,,,,,610.0,",,E,30,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6933,NOE00111084,1909-07,64.8383,11.9567,44.0,"LIAFOSS, NO",,,,,21.0,",E",11.0,",E",1.0,",E",0.0,",",,,,,,,,,,,,,19090731.0,"+,,E",19090704.0,",,E",,,,,0.0,",,E,31,+",28.4,",,E,04,",,,,,,,106.9,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6934,NOE00111093,1895-07,64.2506,11.2003,86.0,"NAMDALSEID, NO",,,,,15.0,",E",9.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,18950731.0,"+,,E",18950705.0,",,E",,,,,0.0,",,E,31,+",22.7,",,E,05,",,,,,,,79.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6935,NOE00111102,1957-01,64.7419,12.8458,140.0,"NAMSSKOGAN, NO",,,,,23.0,",E",19.0,",E",2.0,",E",31.0,",",,,,,,,,,,,,,19570130.0,",,E",19570108.0,",,E",,,,,1070.0,",,E,30,",54.5,",,E,08,",,,,,,,249.1,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6936,NOE00111111,1951-01,64.7978,10.5492,33.0,"NORDOYAN FYR, NO",0.0,E,0.0,",E",9.0,",E",2.0,",E",0.0,",E",0.0,",",0.0,",E",27.0,",E",13.0,",E",0.0,",E",0.0,",E",19510101.0,",,E",19510122.0,"+,,E",19510119.0,",,E",19510125.0,",,E",-7.8,",E,01,",20.0,",,E,22,+",11.0,",,E,19,",6.3,",E,25,",,,605.8,",E",23.6,",,,E",-1.21,",E",0.82,",,,E",-3.24,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6937,NOE00111120,1895-07,63.4875,11.3553,175.0,"OSTAS I HEGRA, NO",,,,,18.0,",E",14.0,",E",0.0,",E",,,,,,,,,,,,,,,,,18950702.0,",,E",,,,,,,25.1,",,E,02,",,,,,,,143.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6938,NOE00111129,1957-01,63.8392,12.0231,110.0,"SKJAEKERFOSSEN, NO",,,,,22.0,",E",17.0,",E",2.0,",E",31.0,",",,,,,,,,,,,,,19570115.0,",,E",19570108.0,",,E",,,,,640.0,",,E,15,",41.2,",,E,08,",,,,,,,202.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6939,NOE00111138,1957-01,64.243,13.7706,370.0,"SORLI, NO",,,,,21.0,",E",12.0,",E",1.0,",E",31.0,",",,,,,,,,,,,,,19570130.0,",,E",19570108.0,",,E",,,,,690.0,",,E,30,",48.0,",,E,08,",,,,,,,140.5,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6940,NOE00111147,1907-01,64.6842,13.6567,376.0,"TUNNSJO, NO",,,,,21.0,",E",12.0,",E",0.0,",E",31.0,",",,,,,,,,,,,,,19070117.0,",,E",19070114.0,",,E",,,,,1020.0,",,E,17,",15.0,",,E,14,",,,,,,,107.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6941,NOE00111156,1957-01,68.9144,15.2106,18.0,"ALSVAG I VERSTERALEN II, NO",,,,,15.0,",E",13.0,",E",1.0,",E",23.0,",",,,,,,,,,,,,,19570122.0,",,E",19570116.0,",,E",,,,,130.0,",,E,22,",26.3,",,E,16,",,,,,,,159.9,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6942,NOE00111165,2002-05,67.2831,14.4667,33.0,"BODOE VAGONES, NO",,,2.0,",E",9.0,",E",4.0,",E",0.0,",E",,,0.0,",E",2.0,",E",0.0,",E",5.0,",E",0.0,",E",20020510.0,",,E",,,20020512.0,",,E",20020530.0,",,E",-0.6,",E,10,",,,9.7,",,E,12,",25.0,",E,30,",,,249.4,",E",30.3,",,,E",10.35,",E",14.01,",,,E",6.69,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6943,NOE00111175,1957-01,67.3556,14.8544,7.0,"HEGGMOEN VED BODOE, NO",,,,,,,,,,,31.0,",",,,,,,,,,,,,,19570130.0,",,E",,,,,,,540.0,",,E,30,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6944,NOE00111183,1957-01,66.0667,12.9156,53.0,"LEIRFJORD, NO",,,,,21.0,",E",15.0,",E",1.0,",E",30.0,",",,,,,,,,,,,,,19570130.0,"+,,E",19570119.0,",,E",,,,,220.0,",,E,30,+",33.4,",,E,19,",,,,,,,147.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6945,NOE00111192,1957-01,68.1406,13.6094,13.0,"LEKNES I LOFOTEN, NO",,,,,22.0,",E",17.0,",E",0.0,",E",15.0,",",,,,,,,,,,,,,19570128.0,"+,,E",19570107.0,",,E",,,,,220.0,",,E,28,+",15.9,",,E,07,",,,,,,,118.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6946,NOE00111201,1922-12,66.3894,13.1869,115.0,"LUROY, NO",,,,,16.0,",E",13.0,",E",3.0,",E",31.0,",",,,,,,,,,,,,,19221211.0,",,E",19221213.0,",,E",,,,,380.0,",,E,11,",68.9,",,E,13,",,,,,,,239.2,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947,NOE00111210,1957-01,65.1228,12.3733,17.0,"OKSNINGOY, NO",,,,,17.0,",E",14.0,",E",3.0,",E",9.0,",",,,,,,,,,,,,,19570131.0,"+,,E",19570120.0,",,E",,,,,150.0,",,E,31,+",33.9,",,E,20,",,,,,,,202.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6948,NOE00111219,1915-01,67.9217,15.1169,35.0,"STEIGEN, NO",,,,,0.0,",E",0.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19150131.0,"+,,E",19150131.0,"+,,E",,,,,0.0,",,E,31,+",0.0,",,E,31,+",,,,,,,0.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6949,NOE00111228,1895-07,67.1344,16.0708,142.0,"SULITJELMA, NO",,,,,15.0,",E",8.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,18950731.0,"+,,E",18950728.0,",,E",,,,,0.0,",,E,31,+",22.0,",,E,28,",,,,,,,78.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
