,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES
8636,US1TXJH0012,2019-07,27.114,-98.6115,149.0,"HEBBRONVILLE 14.8 SSE SUGAR CAMP, TX US",2.0,",N",2.0,",N",1.0,",N",0.0,"1,N",20190731.0,"+,1,N",20190724.0,",,N",0.0,"1,,N,31,+",30.0,",,N,24,",39.1,",,,N",0.0,"1,,,N",,,,,,,,,,
8637,US1TXJJ0001,2007-10,29.9536,-93.9705,0.9,"NEDERLAND 1.9 SE, TX US",8.0,"2,N",7.0,"2,N",0.0,"2,N",0.0,"2,N",20071031.0,"+,2,N",20071005.0,",2,N",0.0,"2,,N,31,+",14.2,"2,,N,05,",62.8,"2,,,N",0.0,"2,,,N",,,,,,,,,,
8638,US1TXJJ0002,2007-11,29.8678,-93.92305,7.0,"PORT ARTHUR 2.9 NNE, TX US",9.0,",N",7.0,",N",2.0,",N",0.0,",N",20071130.0,"+,,N",20071125.0,",,N",0.0,",,N,30,+",37.1,",,N,25,",137.5,",,,N",0.0,",,,N",,,,,,,,,,
8639,US1TXJJ0003,2007-12,29.974667,-93.957817,7.9,"PORT NECHES 1.0 W, TX US",8.0,",N",4.0,",N",1.0,",N",0.0,",N",20071231.0,"+,,N",20071227.0,",,N",0.0,",,N,31,+",37.8,",,N,27,",73.4,",,,N",0.0,",,,N",,,,,,,,,,
8640,US1TXJJ0004,2008-01,29.9642,-93.9015,2.1,"GROVES 1.6 NE, TX US",11.0,",N",6.0,",N",3.0,",N",0.0,",N",20080131.0,"+,,N",20080116.0,",,N",0.0,",,N,31,+",41.7,",,N,16,",160.6,",,,N",0.0,",,,N",,,,,,,,,,
8641,US1TXJJ0005,2008-03,30.094412,-94.127965,5.8,"BEAUMONT 1.1 ENE, TX US",5.0,"2,N",4.0,"2,N",1.0,"2,N",0.0,"2,N",20080331.0,"+,2,N",20080311.0,",2,N",0.0,"2,,N,31,+",30.0,"2,,N,11,",60.7,"2,,,N",0.0,"2,,,N",,,,,,,,,,
8642,US1TXJJ0007,2009-02,30.0725,-94.1692,7.3,"BEAUMONT 1.8 SW, TX US",7.0,",N",4.0,",N",0.0,",N",,,,,20090215.0,",,N",,,15.2,",,N,15,",30.9,",,,N",,,,,,,,,,,,
8643,US1TXJJ0008,2010-03,30.087384,-94.138878,5.5,"BEAUMONT 0.3 E, TX US",9.0,"2,N",6.0,"2,N",0.0,"2,N",,,,,20100302.0,",2,N",,,21.8,"2,,N,02,",79.7,"2,,,N",,,,,,,,,,,,
8644,US1TXJJ0009,2011-10,30.052703,-94.181985,6.7,"BEAUMONT 3.3 SW, TX US",,,,,,,,,,,,,,,,,25.1,"3,a,,N",,,,,,,,,,,,
8645,US1TXJJ0010,2012-11,29.9526,-93.9727,1.5,"PORT ARTHUR 9.1 NNW, TX US",4.0,",N",3.0,",N",0.0,",N",0.0,"4,N",20121130.0,"+,4,N",20121127.0,",,N",0.0,"4,,N,30,+",4.8,",,N,27,",12.9,",,,N",0.0,"4,,,N",,,,,,,,,,
8646,US1TXJJ0011,2012-04,30.022459,-94.155461,3.7,"BEAUMONT 4.6 S, TX US",0.0,"5,N",0.0,"5,N",0.0,"5,N",0.0,"5,N",20120430.0,"+,5,N",20120430.0,"+,5,N",0.0,"5,,N,30,+",0.0,"5,,N,30,+",0.0,"5,,,N",0.0,"5,,,N",,,,,,,,,,
8647,US1TXJJ0013,2019-01,29.8685,-93.9228,2.4,"PORT ARTHUR 3.0 NNE, TX US",14.0,",N",7.0,",N",2.0,",N",,,,,20190103.0,",,N",,,81.3,",,N,03,",169.0,",,,N",,,,,,,,,,,,
8648,US1TXJJ0014,2019-02,29.927883,-93.924003,2.1,"PORT ARTHUR 7.0 N, TX US",14.0,",N",5.0,",N",0.0,",N",,,,,20190226.0,",,N",,,16.5,",,N,26,",57.3,",,,N",,,,,,,,,,,,
8649,US1TXJJ0015,2018-12,29.96651,-94.02509,5.2,"NEDERLAND 1.8 W, TX US",12.0,",N",8.0,",N",2.0,",N",,,,,20181208.0,",,N",,,97.8,",,N,08,",196.4,",,,N",,,,,,,,,,,,
8650,US1TXJJ0017,2019-10,30.085802,-94.14018,14.0,"BEAUMONT 0.3 ESE, TX US",8.0,"4,N",6.0,"4,N",4.0,"4,N",,,,,20191015.0,",4,N",,,53.6,"4,,N,15,",222.2,",a,,N",,,,,,,,,,,,
8651,US1TXJJ0018,2020-05,30.098688,-94.138662,6.7,"BEAUMONT 0.8 NNE, TX US",10.0,",N",8.0,",N",3.0,",N",,,,,20200515.0,",,N",,,152.1,",,N,15,",281.7,",,,N",,,,,,,,,,,,
8652,US1TXJJ0019,2020-10,29.96349,-93.99415,4.3,"NEDERLAND 0.5 SSE, TX US",,,,,,,,,,,,,,,,,182.8,",a,,N",,,,,,,,,,,,
8653,US1TXJJ0020,2021-03,30.100589,-94.157264,7.6,"BEAUMONT 1.2 NW, TX US",2.0,"4,N",2.0,"4,N",0.0,"4,N",,,,,20210323.0,",4,N",,,5.1,"4,,N,23,",9.2,"4,,,N",,,,,,,,,,,,
8654,US1TXJJ0022,2022-08,30.112316,-94.156043,8.2,"BEAUMONT 1.8 NNW, TX US",18.0,"4,N",15.0,"4,N",3.0,"4,N",,,,,20220811.0,",4,N",,,49.8,"4,,N,11,",258.1,",a,,N",,,,,,,,,,,,
8655,US1TXJK0001,2008-04,28.9099,-96.6286,18.0,"EDNA 4.6 SSE, TX US",7.0,",N",5.0,",N",0.0,",N",0.0,",N",20080430.0,"+,,N",20080426.0,",,N",0.0,",,N,30,+",22.6,",,N,26,",57.0,",,,N",0.0,",,,N",,,,,,,,,,
8656,US1TXJK0003,2012-01,29.1833,-96.6499,36.6,"EDNA 14.5 N, TX US",5.0,"2,N",4.0,"2,N",2.0,"2,N",,,,,20120126.0,",2,N",,,26.2,"2,,N,26,",67.7,"2,,,N",,,,,,,,,,,,
8657,US1TXJK0004,2012-01,28.9607638,-96.6328691,17.7,"EDNA 1.3 SE, TX US",5.0,"1,N",3.0,"1,N",1.0,"1,N",,,,,20120110.0,",1,N",,,33.5,"1,,N,10,",57.6,"1,,,N",,,,,,,,,,,,
8658,US1TXJK0005,2014-03,29.04321,-96.53674,19.8,"GANADO 1.5 W, TX US",10.0,",N",7.0,",N",0.0,",N",,,,,20140325.0,",,N",,,18.3,",,N,25,",83.2,",,,N",,,,,,,,,,,,
8659,US1TXJK0006,2019-07,29.0267,-96.66599,23.5,"EDNA 3.8 NNW, TX US",5.0,"1,N",3.0,"1,N",1.0,"1,N",,,,,20190703.0,",1,N",,,46.0,"1,,N,03,",61.3,"1,,,N",,,,,,,,,,,,
8660,US1TXJN0001,2007-03,32.545,-97.2,207.9,"MANSFIELD 5.0 WSW, TX US",5.0,"1,N",5.0,"1,N",1.0,"1,N",0.0,"1,N",20070331.0,"+,1,N",20070331.0,",1,N",0.0,"1,,N,31,+",71.6,"1,,N,31,",132.2,"1,,,N",0.0,"1,,,N",,,,,,,,,,
8661,US1TXJN0002,2007-06,32.541,-97.3458,232.0,"BURLESON 1.1 WNW, TX US",13.0,"5,N",10.0,"5,N",3.0,"5,N",0.0,"5,N",20070630.0,"+,5,N",20070627.0,",5,N",0.0,"5,,N,30,+",53.1,"5,,N,27,",202.4,"5,,,N",0.0,"5,,,N",,,,,,,,,,
8662,US1TXJN0003,2008-04,32.32772,-97.406193,239.0,"CLEBURNE 1.5 S, TX US",5.0,"1,N",5.0,"1,N",2.0,"1,N",0.0,"1,N",20080430.0,"+,1,N",20080424.0,",1,N",0.0,"1,,N,30,+",58.9,"1,,N,24,",145.8,"1,,,N",0.0,"1,,,N",,,,,,,,,,
8663,US1TXJN0004,2008-06,32.25551,-97.157488,190.8,"GRANDVIEW 1.4 SE, TX US",4.0,",N",2.0,",N",0.0,",N",0.0,",N",20080630.0,"+,,N",20080620.0,",,N",0.0,",,N,30,+",11.2,",,N,20,",18.8,",,,N",0.0,",,,N",,,,,,,,,,
8664,US1TXJN0006,2009-11,32.472473,-97.561028,301.4,"GODLEY 2.6 NW, TX US",3.0,",N",2.0,",N",1.0,",N",0.0,"3,N",20091130.0,"+,3,N",20091120.0,",,N",0.0,"3,,N,30,+",42.9,",,N,20,",45.7,",,,N",0.0,"3,,,N",,,,,,,,,,
8665,US1TXJN0010,2011-01,32.530494,-97.356339,234.1,"BURLESON 1.6 W, TX US",3.0,"5,N",2.0,"5,N",0.0,"5,N",,,,,20110109.0,",5,N",,,15.2,"5,,N,09,",41.9,"2,a,,N",,,,,,,,,,,,
8666,US1TXJN0012,2011-08,32.441603,-97.46567,271.0,"JOSHUA 5.2 WSW, TX US",2.0,"1,N",2.0,"1,N",0.0,"1,N",,,,,20110814.0,",1,N",,,8.9,"1,,N,14,",13.7,"1,,,N",,,,,,,,,,,,
8667,US1TXJN0013,2011-10,32.475439,-97.257805,236.2,"BURLESON 5.7 SE, TX US",7.0,"3,N",5.0,"3,N",2.0,"3,N",,,,,20111009.0,",3,N",,,71.4,"3,,N,09,",146.6,"3,,,N",,,,,,,,,,,,
8668,US1TXJN0014,2014-03,32.3369583,-97.3991444,231.3,"CLEBURNE 0.9 SSE, TX US",3.0,"1,N",1.0,"1,N",0.0,"1,N",,,,,20140316.0,",1,N",,,11.4,"1,,N,16,",13.9,"1,,,N",,,,,,,,,,,,
8669,US1TXJN0016,2014-09,32.34,-97.30696,270.1,"CLEBURNE 5.8 E, TX US",5.0,",N",2.0,",N",1.0,",N",,,,,20140912.0,",,N",,,43.4,",,N,12,",61.5,",,,N",,,,,,,,,,,,
8670,US1TXJN0018,2014-09,32.531521,-97.340393,232.6,"BURLESON 0.7 W, TX US",1.0,"3,N",1.0,"3,N",0.0,"3,N",,,,,20140907.0,",3,N",,,2.5,"3,,N,07,",2.5,"3,,,N",,,,,,,,,,,,
8671,US1TXJN0019,2014-10,32.412228,-97.370735,25.0,"CLEBURNE 4.8 NNE, TX US",4.0,",N",3.0,",N",1.0,",N",0.0,"4,N",20141031.0,"+,4,N",20141013.0,",,N",0.0,"4,,N,31,+",32.8,",,N,13,",55.7,",,,N",0.0,"4,,,N",,,,,,,,,,
8672,US1TXJN0027,2018-09,32.310864,-97.243921,229.8,"GRANDVIEW 4.9 NW, TX US",12.0,"5,N",11.0,"5,N",3.0,"5,N",,,,,20180922.0,",5,N",,,165.1,"5,,N,22,",290.8,"5,,,N",,,,,,,,,,,,
8673,US1TXJN0030,2019-04,32.5111,-97.24852,220.1,"BURLESON 4.9 ESE, TX US",8.0,",N",8.0,",N",2.0,",N",,,,,20190424.0,",,N",,,46.7,",,N,24,",161.0,",,,N",,,,,,,,,,,,
8674,US1TXJN0031,2020-09,32.450943,-97.339957,271.6,"JOSHUA 2.5 ESE, TX US",3.0,",N",1.0,",N",1.0,",N",0.0,"3,N",20200930.0,"+,3,N",20200923.0,",,N",0.0,"3,,N,30,+",27.7,",,N,23,",28.5,",,,N",0.0,"3,,,N",,,,,,,,,,
8675,US1TXJO0001,2009-02,32.7776,-99.9521,524.0,"ANSON 3.5 WNW, TX US",1.0,",N",1.0,",N",0.0,",N",0.0,"1,N",20090228.0,"+,1,N",20090209.0,",,N",0.0,"1,,N,28,+",6.6,",,N,09,",6.6,",,,N",0.0,"1,,,N",,,,,,,,,,
8676,US1TXJO0003,2012-08,32.944496,-99.799623,490.7,"STAMFORD 0.2 ESE, TX US",,,,,,,,,,,,,,,,,36.9,"3,a,,N",,,,,,,,,,,,
8677,US1TXJO0004,2012-09,32.9373845458031,-99.7707965970039,483.7,"STAMFORD 2.4 E, TX US",7.0,"2,N",6.0,"2,N",1.0,"2,N",,,,,20120929.0,",2,N",,,29.7,"2,,N,29,",106.9,"2,,,N",,,,,,,,,,,,
8678,US1TXJO0006,2013-06,32.885514,-100.142058,528.2,"HAMLIN 0.6 WSW, TX US",5.0,",N",4.0,",N",1.0,",N",0.0,"5,N",20130630.0,"+,5,N",20130618.0,",,N",0.0,"5,,N,30,+",48.3,",,N,18,",94.6,",,,N",0.0,"5,,,N",,,,,,,,,,
8679,US1TXJO0008,2014-05,32.8411871194839,-100.102949291468,528.2,"HAMLIN 3.7 SSE, TX US",4.0,"3,N",4.0,"3,N",0.0,"3,N",,,,,20140525.0,",3,N",,,25.1,"3,,N,25,",60.7,"3,,,N",,,,,,,,,,,,
8680,US1TXJO0009,2014-05,32.528431,-99.88604,522.4,"MERKEL 8.5 ENE, TX US",6.0,"3,N",5.0,"3,N",2.0,"3,N",,,,,20140508.0,",3,N",,,38.1,"3,,N,08,",87.4,"3,,,N",,,,,,,,,,,,
8681,US1TXJS0002,2007-12,30.902976,-94.106509,81.1,"JASPER 6.7 W, TX US",14.0,",N",6.0,",N",0.0,",N",0.0,",N",20071231.0,"+,,N",20071220.0,",,N",0.0,",,N,31,+",23.6,",,N,20,",70.9,",,,N",0.0,",,,N",,,,,,,,,,
8682,US1TXJS0003,2008-01,30.64054,-93.88509,36.0,"KIRBYVILLE 1.5 SE, TX US",14.0,"1,N",10.0,"1,N",1.0,"1,N",0.0,"1,N",20080131.0,"+,1,N",20080116.0,",1,N",0.0,"1,,N,31,+",26.2,"1,,N,16,",128.9,"1,,,N",0.0,"1,,,N",,,,,,,,,,
8683,US1TXJS0004,2013-01,30.903325304389,-94.1066765785217,60.0,"JASPER 6.7 W, TX US",,,,,,,,,,,,,,,,,127.7,"5,a,,N",,,,,,,,,,,,
8684,US1TXJS0006,2017-04,30.464748,-93.963012,31.4,"BUNA 1.4 N, TX US",7.0,"4,N",6.0,"4,N",1.0,"4,N",,,,,20170430.0,",4,N",,,28.4,"4,,N,30,",71.8,"4,,,N",,,,,,,,,,,,
8685,US1TXJS0007,2022-01,30.75335,-93.9361,71.9,"KIRBYVILLE 6.9 NNW, TX US",7.0,",N",3.0,",N",1.0,",N",,,,,20220109.0,",,N",,,42.7,",,N,09,",68.4,",,,N",,,,,,,,,,,,
8686,US1TXJS0008,2022-09,30.7181877,-93.9827412,57.6,"KIRBYVILLE 6.5 NW, TX US",2.0,"3,N",2.0,"3,N",0.0,"3,N",,,,,20220906.0,",3,N",,,12.7,"3,,N,06,",17.3,"3,,,N",,,,,,,,,,,,
8687,US1TXJW0003,2008-08,27.991733,-98.065256,88.1,"ORANGE GROVE 8.1 WNW, TX US",12.0,",N",9.0,",N",2.0,",N",0.0,",N",20080831.0,"+,,N",20080830.0,",,N",0.0,",,N,31,+",78.2,",,N,30,",187.5,",,,N",0.0,",,,N",,,,,,,,,,
8688,US1TXJW0004,2010-09,27.988818,-97.960364,65.8,"ORANGE GROVE 2.6 NNW, TX US",11.0,"2,N",11.0,"2,N",5.0,"2,N",,,,,20100907.0,",2,N",,,82.6,"2,,N,07,",283.9,"2,,,N",,,,,,,,,,,,
8689,US1TXJW0006,2011-09,27.992672,-97.973464,64.3,"ORANGE GROVE 3.3 NW, TX US",2.0,"3,N",1.0,"3,N",1.0,"3,N",0.0,"5,N",20110930.0,"+,5,N",20110918.0,",3,N",0.0,"5,,N,30,+",100.8,"3,,N,18,",101.6,"3,,,N",0.0,"5,,,N",,,,,,,,,,
8690,US1TXJW0007,2011-11,27.90283611,-98.03125556,68.9,"ORANGE GROVE 6.7 WSW, TX US",3.0,"1,N",2.0,"1,N",0.0,"1,N",0.0,"3,N",20111130.0,"+,3,N",20111103.0,",1,N",0.0,"3,,N,30,+",6.6,"1,,N,03,",11.4,"1,,,N",0.0,"3,,,N",,,,,,,,,,
8691,US1TXJW0008,2012-02,27.587606,-98.171924,85.6,"PALITO BLANCO 1.0 ESE, TX US",,,,,,,,,,,,,,,,,70.8,"4,a,,N",,,,,,,,,,,,
8692,US1TXJW0011,2014-05,27.587589,-98.167487,65.5,"ALICE 13.1 SSW, TX US",3.0,",N",2.0,",N",1.0,",N",0.0,"3,N",20140531.0,"+,3,N",20140528.0,",,N",0.0,"3,,N,31,+",33.8,",,N,28,",38.6,",,,N",0.0,"3,,,N",,,,,,,,,,
8693,US1TXJW0014,2018-03,28.030436,-97.89319,50.6,"SANDIA 1.0 NW, TX US",3.0,"5,N",3.0,"5,N",1.0,"5,N",,,,,20180329.0,",5,N",,,43.2,"5,,N,29,",77.2,",a,,N",,,,,,,,,,,,
8694,US1TXJW0015,2020-03,27.35256,-98.137676,53.0,"PREMONT 0.9 WSW, TX US",5.0,",N",2.0,",N",0.0,",N",,,,,20200322.0,",,N",,,7.9,",,N,22,",16.5,",,,N",,,,,,,,,,,,
8695,US1TXJW0016,2020-04,27.29378,-98.16029,46.0,"PREMONT 5.0 SSW FARMS RANCH, TX US",9.0,",N",1.0,",N",0.0,",N",,,,,20200410.0,",,N",,,4.3,",,N,10,",13.2,",,,N",,,,,,,,,,,,
8696,US1TXJW0017,2020-04,27.64777,-98.16554,68.9,"ALICE 9.6 SW, TX US",7.0,",N",2.0,",N",0.0,",N",,,,,20200405.0,",,N",,,16.0,",,N,05,",30.6,",,,N",,,,,,,,,,,,
8697,US1TXJW0019,2023-06,27.76595,-98.19385,87.2,"ALICE 7.9 W, TX US",3.0,"1,N",2.0,"1,N",1.0,"1,N",0.0,"4,N",20230630.0,"+,4,N",20230606.0,",1,N",0.0,"4,,N,30,+",26.2,"1,,N,06,",30.0,"1,,,N",0.0,"4,,,N",,,,,,,,,,
8698,US1TXKF0001,2007-09,32.608767,-96.44277,129.8,"CRANDALL 1.6 SSE, TX US",5.0,"3,N",4.0,"3,N",1.0,"3,N",0.0,"3,N",20070930.0,"+,3,N",20070905.0,",3,N",0.0,"3,,N,30,+",73.9,"3,,N,05,",118.3,"3,,,N",0.0,"3,,,N",,,,,,,,,,
8699,US1TXKF0004,2012-02,32.361143,-96.102992,115.8,"MABANK 0.3 S, TX US",4.0,"5,N",4.0,"5,N",1.0,"5,N",,,,,20120218.0,",5,N",,,43.2,"5,,N,18,",71.1,"5,,,N",,,,,,,,,,,,
8700,US1TXKF0007,2012-02,32.359038,-96.126375,110.0,"MABANK 1.4 WSW, TX US",4.0,"5,N",4.0,"5,N",1.0,"5,N",,,,,20120218.0,",5,N",,,53.3,"5,,N,18,",78.6,"5,,,N",,,,,,,,,,,,
8701,US1TXKF0009,2014-06,32.741117,-96.470583,142.3,"FORNEY 0.8 SSW, TX US",7.0,",N",6.0,",N",1.0,",N",,,,,20140610.0,",,N",,,36.3,",,N,10,",75.4,",,,N",,,,,,,,,,,,
8702,US1TXKF0010,2015-02,32.627806,-96.35887,130.8,"TERRELL 8.2 SSW, TX US",13.0,",N",6.0,",N",0.0,",N",,,,,20150223.0,",,N",,,21.3,",,N,23,",74.3,",,,N",,,,,,,,,,,,
8703,US1TXKF0011,2014-12,32.540745,-96.315971,131.1,"KAUFMAN 2.9 S, TX US",8.0,"3,N",7.0,"3,N",0.0,"3,N",,,,,20141215.0,",3,N",,,21.6,"3,,N,15,",53.0,"3,,,N",,,,,,,,,,,,
8704,US1TXKF0012,2015-04,32.75238,-96.334804,156.1,"TERRELL 1.8 NW, TX US",16.0,"1,N",9.0,"1,N",2.0,"1,N",,,,,20150425.0,",1,N",,,41.9,"1,,N,25,",163.2,"1,,,N",,,,,,,,,,,,
8705,US1TXKF0015,2015-01,32.6826400756836,-96.3103866577148,149.7,"TERRELL 3.6 SSW, TX US",6.0,"1,N",6.0,"1,N",2.0,"1,N",,,,,20150122.0,",1,N",,,30.5,"1,,N,22,",106.4,"1,,,N",,,,,,,,,,,,
8706,US1TXKF0016,2015-01,32.406552,-96.33468,124.7,"GRAYS PRAIRIE 4.6 S, TX US",7.0,",N",6.0,",N",1.0,",N",0.0,",N",20150131.0,"+,,N",20150122.0,",,N",0.0,",,N,31,+",35.8,",,N,22,",105.2,",,,N",0.0,",,,N",0.0,",N",20150105.0,",,N",5.0,",,N,05,",,,,
8707,US1TXKF0017,2015-02,32.565858,-96.271818,128.6,"KAUFMAN 2.4 ESE, TX US",11.0,"2,N",7.0,"2,N",0.0,"2,N",,,,,20150223.0,",2,N",,,14.0,"2,,N,23,",74.3,"2,,,N",,,,,,,,,,,,
8708,US1TXKF0019,2015-02,32.670757,-96.256659,141.1,"TERRELL 4.8 SSE, TX US",10.0,"4,N",7.0,"4,N",0.0,"4,N",,,,,20150223.0,",4,N",,,16.5,"4,,N,23,",67.1,"4,,,N",,,,,,,,,,,,
8709,US1TXKF0020,2015-01,32.471614,-96.379008,127.7,"COTTONWOOD 1.3 NE, TX US",7.0,",N",7.0,",N",1.0,",N",,,,,20150122.0,",,N",,,27.7,",,N,22,",94.8,",,,N",,,,,,,,,,,,
8710,US1TXKF0023,2015-01,32.8150833,-96.255639,171.3,"TERRELL 6.1 NNE, TX US",,,,,,,,,,,,,,,,,100.6,"5,a,,N",,,,,,,,,,,,
8711,US1TXKF0027,2020-03,32.375316,-96.314231,121.6,"KEMP 6.8 SW, TX US",17.0,"1,N",9.0,"1,N",3.0,"1,N",,,,,20200320.0,",1,N",,,86.6,"1,,N,20,",214.7,"1,,,N",,,,,,,,,,,,
8712,US1TXKF0031,2022-09,32.366231,-96.089875,125.3,"MABANK 0.8 E, TX US",5.0,",N",2.0,",N",0.0,",N",0.0,"5,N",20220930.0,"+,5,N",20220903.0,",,N",0.0,"5,,N,30,+",7.4,",,N,03,",14.3,",,,N",0.0,"5,,,N",,,,,,,,,,
8713,US1TXKL0001,2008-05,27.295891,-97.792657,8.8,"KINGSVILLE 15.3 SSE, TX US",5.0,"3,N",3.0,"3,N",0.0,"3,N",0.0,"3,N",20080531.0,"+,3,N",20080515.0,",3,N",0.0,"3,,N,31,+",6.6,"3,,N,15,",16.7,"3,,,N",0.0,"3,,,N",,,,,,,,,,
8714,US1TXKL0002,2008-08,27.42138889,-97.82361111,18.0,"KINGSVILLE 6.5 SSE, TX US",12.0,",N",9.0,",N",1.0,",N",0.0,",N",20080831.0,"+,,N",20080818.0,",,N",0.0,",,N,31,+",80.0,",,N,18,",164.7,",,,N",0.0,",,,N",,,,,,,,,,
8715,US1TXKL0007,2008-09,27.423534,-97.767434,9.1,"KINGSVILLE 8.2 SE, TX US",7.0,"4,N",6.0,"4,N",2.0,"4,N",0.0,"4,N",20080930.0,"+,4,N",20080924.0,",4,N",0.0,"4,,N,30,+",35.1,"4,,N,24,",117.0,"4,,,N",0.0,"4,,,N",,,,,,,,,,
8716,US1TXKL0009,2008-03,27.46573,-97.8571,9.4,"KINGSVILLE 3.0 S, TX US",1.0,",N",0.0,",N",0.0,",N",0.0,",N",20080331.0,"+,,N",20080311.0,",,N",0.0,",,N,31,+",1.3,",,N,11,",1.3,",,,N",0.0,",,,N",,,,,,,,,,
8717,US1TXKL0011,2013-04,27.507757,-97.851582,17.1,"KINGSVILLE 0.6 E, TX US",2.0,",N",2.0,",N",1.0,",N",0.0,"2,N",20130430.0,"+,2,N",20130430.0,",,N",0.0,"2,,N,30,+",32.3,",,N,30,",38.7,",,,N",0.0,"2,,,N",,,,,,,,,,
8718,US1TXKM0001,2009-02,30.357239,-99.597564,608.7,"JUNCTION 13.8 SE, TX US",1.0,"3,N",1.0,"3,N",0.0,"3,N",0.0,"4,N",20090228.0,"+,4,N",20090209.0,",3,N",0.0,"4,,N,28,+",2.8,"3,,N,09,",2.8,"3,,,N",0.0,"4,,,N",,,,,,,,,,
8719,US1TXKM0002,2009-06,30.5695,-99.5996,491.0,"JUNCTION 11.6 ENE, TX US",2.0,"1,N",0.0,"1,N",0.0,"1,N",0.0,"4,N",20090630.0,"+,4,N",20090630.0,"+,1,N",0.0,"4,,N,30,+",0.3,"1,,N,30,+",0.6,"1,,,N",0.0,"4,,,N",,,,,,,,,,
8720,US1TXKM0003,2012-11,30.4550724029541,-99.7954940795898,524.6,"JUNCTION 2.8 SSW, TX US",1.0,",N",0.0,",N",0.0,",N",0.0,"2,N",20121130.0,"+,2,N",20121119.0,",,N",0.0,"2,,N,30,+",0.5,",,N,19,",0.5,",,,N",0.0,"2,,,N",,,,,,,,,,
8721,US1TXKM0007,2019-10,30.3903,-99.3844,570.9,"INGRAM 23.3 NNW, TX US",9.0,"1,N",7.0,"1,N",0.0,"1,N",,,,,20191012.0,",1,N",,,13.2,"1,,N,12,",46.2,"1,,,N",,,,,,,,,,,,
8722,US1TXKN0001,2007-06,29.903106,-98.613936,392.3,"BOERNE 10.2 NE, TX US",11.0,",N",6.0,",N",1.0,",N",0.0,",N",20070630.0,"+,,N",20070629.0,",,N",0.0,",,N,30,+",41.9,",,N,29,",113.4,",,,N",0.0,",,,N",,,,,,,,,,
8723,US1TXKN0002,2007-04,29.845019,-98.694661,431.3,"BOERNE 4.3 NE, TX US",11.0,"1,N",4.0,"1,N",0.0,"1,N",0.0,"1,N",20070430.0,"+,1,N",20070408.0,",1,N",0.0,"1,,N,30,+",14.0,"1,,N,08,",38.3,"1,,,N",0.0,"1,,,N",,,,,,,,,,
8724,US1TXKN0003,2007-06,29.857753,-98.674533,437.7,"BOERNE 5.6 NE, TX US",11.0,",N",8.0,",N",1.0,",N",0.0,",N",20070630.0,"+,,N",20070629.0,",,N",0.0,",,N,30,+",61.0,",,N,29,",133.0,",,,N",0.0,",,,N",,,,,,,,,,
8725,US1TXKN0004,2007-06,29.856008,-98.777403,570.3,"BOERNE 5.1 NNW, TX US",12.0,",N",6.0,",N",1.0,",N",0.0,",N",20070630.0,"+,,N",20070629.0,",,N",0.0,",,N,30,+",57.7,",,N,29,",116.1,",,,N",0.0,",,,N",,,,,,,,,,
8726,US1TXKN0005,2007-06,29.895847,-98.538197,346.6,"KENDALIA 5.2 SSW, TX US",10.0,",N",7.0,",N",1.0,",N",0.0,",N",20070630.0,"+,,N",20070629.0,",,N",0.0,",,N,30,+",35.3,",,N,29,",112.5,",,,N",0.0,",,,N",,,,,,,,,,
8727,US1TXKN0007,2007-07,29.873664,-98.585433,362.1,"FAIR OAKS RANCH 10.0 NNE, TX US",18.0,"1,N",11.0,"1,N",3.0,"1,N",0.0,"1,N",20070731.0,"+,1,N",20070721.0,",1,N",0.0,"1,,N,31,+",135.1,"1,,N,21,",334.3,"1,,,N",0.0,"1,,,N",,,,,,,,,,
8728,US1TXKN0008,2007-06,29.766739,-98.646492,408.1,"FAIR OAKS RANCH 2.2 NNW, TX US",12.0,",N",9.0,",N",1.0,",N",0.0,",N",20070630.0,"+,,N",20070629.0,",,N",0.0,",,N,30,+",137.7,",,N,29,",203.9,",,,N",0.0,",,,N",,,,,,,,,,
8729,US1TXKN0010,2007-06,29.754064,-98.820183,568.1,"BOERNE 6.0 WSW, TX US",12.0,",N",7.0,",N",2.0,",N",0.0,",N",20070630.0,"+,,N",20070629.0,",,N",0.0,",,N,30,+",44.7,",,N,29,",133.4,",,,N",0.0,",,,N",,,,,,,,,,
8730,US1TXKN0011,2007-07,29.973575,-98.892864,428.9,"COMFORT 0.6 E, TX US",17.0,",N",7.0,",N",2.0,",N",0.0,",N",20070731.0,"+,,N",20070721.0,",,N",0.0,",,N,31,+",143.3,",,N,21,",242.2,",,,N",0.0,",,,N",,,,,,,,,,
